site,data_type,trend,h,p,z,Tau,s,var_s,slope,intercept,slope m/20y
#1201107,level,decreasing,True,7.474666402851327e-05,-3.960647950365216,-0.6666666666666666,-114,814.0,-0.13,-13.595,-10.4
#1201206,level,decreasing,True,3.280180104647812e-06,-4.652447661443419,-0.7380952380952381,-155,1095.666666666667,-0.2112499999999999,-19.7375,-16.89999999999999
#1201209,level,decreasing,True,0.002357527595795439,-3.041052449399714,-0.7777777777777778,-35,125.0,-0.2600000000000007,-14.01,-20.80000000000005
#1201301,level,decreasing,True,2.439679882559886e-07,-5.162273880572119,-0.7965367965367965,-184,1256.666666666667,-0.3768750000000001,-11.6153125,-30.15000000000001
#1201306,level,decreasing,True,6.293214616093223e-09,-5.808773535501961,-0.8961038961038961,-207,1257.666666666667,-0.5065384615384614,-13.31634615384615,-40.52307692307691
#1201502,level,decreasing,True,0.009897582819037298,-2.579387022156997,-0.4509803921568628,-69,695.0,-0.08058823529411792,-40.02,-6.447058823529433
#1201617,level,no trend,False,0.1611725445956869,-1.401138888208117,-0.239766081871345,-41,815.0,-0.03866666666666655,-35.162,-3.093333333333324
#1201624,level,decreasing,True,0.002793445476001244,-2.989598299715901,-0.4894736842105263,-93,947.0,-0.1972268907563026,-29.78134453781513,-15.77815126050421
#1201655,level,decreasing,True,1.045169600488727e-05,-4.407611166958245,-0.7941176470588235,-108,589.3333333333334,-0.2784615384615385,-15.51230769230769,-22.27692307692308
#1201904,level,decreasing,True,0.002924205926487122,-2.975595178559521,-0.5029239766081871,-86,816.0,-0.1200000000000001,-43.15,-9.600000000000009
#1202109,level,decreasing,True,0.008123423304273514,-2.646896410149178,-0.6363636363636364,-35,165.0,-0.28,-29.66,-22.4
#1202306,level,decreasing,True,0.003902546638155924,-2.885933453497671,-0.5220588235294118,-71,588.3333333333334,-0.1526785714285714,-14.56857142857143,-12.21428571428571
#1202421,level,decreasing,True,0.009206834553084686,-2.604276879388236,-0.6666666666666666,-30,124.0,-0.3522222222222222,-8.295000000000002,-28.17777777777778
#1202513,level,decreasing,True,0.0006767641801210811,-3.39882332579968,-0.8666666666666667,-39,125.0,-0.7455555555555553,-23.1,-59.64444444444442
#1202523,level,decreasing,True,0.01532224105510083,-2.424671577361461,-0.6222222222222222,-28,124.0,-0.4375,-26.89625,-35.0
#1202529,level,decreasing,True,0.0006767641801210811,-3.39882332579968,-0.8666666666666667,-39,125.0,-0.6999999999999993,-24.115,-55.99999999999994
#1202531,level,decreasing,True,9.921865932494e-05,-3.892494720807615,-0.9272727272727272,-51,165.0,-0.6989999999999995,-19.455,-55.91999999999996
#1202619,level,decreasing,True,0.004207551285491773,-2.862167011199731,-0.7333333333333333,-33,125.0,-0.4983333333333331,-24.0925,-39.86666666666665
#1202621,level,decreasing,True,0.03182312738649018,-2.146625258399798,-0.5555555555555556,-25,125.0,-0.4777777777777779,-17.16,-38.22222222222223
#1202812,level,decreasing,True,6.799460994244555e-10,-6.170685348531232,-0.8461538461538461,-297,2301.0,-0.3072727272727272,-4.415454545454546,-24.58181818181817
#1202813,level,decreasing,True,0.006419628541433742,-2.725540575476987,-0.75,-27,91.0,-0.1916666666666666,-24.89333333333333,-15.33333333333333
#1202905,level,decreasing,True,0.01874113678959666,-2.350640381700619,-0.7142857142857143,-20,65.33333333333333,-0.5229999999999999,-21.0445,-41.83999999999999
#1202907,level,decreasing,True,0.0005286196237022089,-3.465818692130266,-0.5217391304347826,-132,1428.666666666667,-0.09999999999999998,-2.74,-7.999999999999998
#1202931,level,decreasing,True,7.359307120835545e-05,-3.964360162997186,-0.5441595441595442,-191,2297.0,-0.07307692307692303,-11.3,-5.846153846153842
#1202958,level,decreasing,True,0.02902040244056625,-2.183209269614832,-0.3970588235294117,-54,589.3333333333334,-0.1303571428571428,-2.827142857142857,-10.42857142857143
#1203207,level,decreasing,True,9.104344783872342e-05,-3.913299634215264,-0.7058823529411765,-96,589.3333333333334,-0.08066666666666636,-24.13466666666667,-6.453333333333308
#120326,level,no trend,False,0.1295513529044088,-1.515873457919734,-0.7,-7,15.66666666666667,-0.1454166666666676,-66.30916666666666,-11.63333333333341
#1203405,level,decreasing,True,1.167632376120054e-06,-4.861052570877749,-0.6534391534391535,-247,2561.0,-0.1970833333333333,-19.459375,-15.76666666666666
#1203422,level,no trend,False,0.7418093743125747,0.3294582121724076,0.07692307692307693,7,331.6666666666667,0.02142857142857148,-14.09928571428572,1.714285714285718
#1203423,level,decreasing,True,0.0006767641801210811,-3.39882332579968,-0.8666666666666667,-39,125.0,-0.4366666666666668,-27.415,-34.93333333333334
#1203512,level,no trend,False,0.1268492940151451,-1.526645067227587,-0.4,-18,124.0,-0.04428571428571461,-33.89571428571428,-3.542857142857168
#1203550,level,no trend,False,0.243034960294523,1.167434463174037,0.3111111111111111,14,124.0,0.0649999999999995,-29.23249999999999,5.19999999999996
#1203551,level,no trend,False,0.1753080808082736,-1.355343691370986,-0.3888888888888889,-14,92.0,-0.06033333333333353,-34.44866666666666,-4.826666666666682
#1203601,level,decreasing,True,6.010776491871539e-06,-4.526009901115993,-0.6084656084656085,-230,2560.0,-0.09778571428571442,-28.55739285714285,-7.822857142857154
#1203602,level,decreasing,True,0.01226606138621289,-2.504396134799765,-0.6444444444444445,-29,125.0,-0.2283333333333329,-34.8325,-18.26666666666663
#1203629,level,no trend,False,1.0,0.0,-1.0,-1,1.0,-0.4299999999999997,-29.23,-34.39999999999998
#1203807,level,no trend,False,0.2962698714842864,-1.044465935734187,-1.0,-3,3.666666666666667,-0.1699999999999982,-38.36,-13.59999999999985
#1203904,level,no trend,False,0.1233078574781903,-1.541036686517472,-0.3047619047619048,-32,404.6666666666667,-0.1219999999999999,-19.906,-9.759999999999991
#1203909,level,no trend,False,0.05931440647035457,-1.885855671281137,-0.4888888888888889,-22,124.0,-0.1833333333333336,-26.01,-14.66666666666669
#1203911,level,decreasing,True,2.997111612224046e-07,-5.123628538688626,-0.7707509881422925,-195,1433.666666666667,-0.1227272727272727,-13.815,-9.818181818181817
#1203914,level,decreasing,True,0.02856768180151303,-2.189401347599285,-0.6111111111111112,-22,92.0,-0.2979999999999993,-30.22800000000001,-23.83999999999995
#1204,level,decreasing,True,2.271194420777611e-05,-4.236412426866368,-0.7916666666666666,-95,492.3333333333333,-0.4923776223776224,-45.65216783216783,-39.39020979020979
#1204451,level,decreasing,True,8.914461184561517e-05,-3.91838399983139,-0.6608187134502924,-113,817.0,-0.1991666666666661,-38.19750000000001,-15.93333333333329
#1204452,level,decreasing,True,7.623781776078253e-05,-3.955928953094585,-0.4197120708748616,-379,9130.333333333334,-0.1126871657754007,-40.81912507427214,-9.014973262032058
#1204805,level,decreasing,True,0.0003166110130958799,-3.601315549102929,-0.5894736842105263,-112,950.0,-0.196,-6.767999999999999,-15.68
#1206,level,decreasing,True,5.946549253010858e-08,-5.420401011589159,-0.9411764705882353,-144,696.0,-0.2250000000000002,-36.8575,-18.00000000000002
#1209102,level,decreasing,True,0.01906073307164347,-2.344341050135324,-0.6,-27,123.0,-0.09799999999999968,-29.994,-7.839999999999975
#121,level,no trend,False,0.628518618855608,-0.4838129567726722,-0.08095238095238096,-17,1093.666666666667,-0.004642857142857362,-61.76357142857143,-0.3714285714285889
#1210121,level,decreasing,True,0.0008244478112655607,-3.344453728411109,-0.6813186813186813,-62,332.6666666666667,-0.1922222222222227,-38.90555555555555,-15.37777777777781
#1210218,level,decreasing,True,0.005089416057304286,-2.801319136926183,-0.3938461538461538,-128,2055.333333333333,-0.07499999999999929,-18.77000000000001,-5.999999999999943
#1210301,level,decreasing,True,0.0007420926280674589,-3.37353629392612,-0.5882352941176471,-90,696.0,-0.2764285714285714,-2.405357142857144,-22.11428571428571
#1210305,level,decreasing,True,0.0002951784390359258,-3.61949506593677,-0.5454545454545454,-138,1432.666666666667,-0.152,-10.448,-12.16
#1210310,level,decreasing,True,0.0008584157495146183,-3.333237683945709,-0.5816993464052288,-89,697.0,-0.2100000000000001,-7.434999999999999,-16.8
#1210401,level,no trend,False,0.9395270402113505,-0.07586432418108816,-0.0196078431372549,-3,695.0,-0.002727272727272185,-34.40181818181819,-0.2181818181817748
#1210513,level,decreasing,True,0.01154199672506273,-2.525846293321792,-0.5164835164835165,-47,331.6666666666667,-0.04199999999999875,-35.17700000000001,-3.3599999999999
#1211128,level,decreasing,True,0.00686379498544909,-2.703381341337498,-0.9047619047619048,-19,44.33333333333334,-0.1044444444444442,-39.13843137254902,-8.355555555555535
#1211207,level,no trend,False,0.8152851202444511,0.2336134046856615,0.03666666666666667,11,1832.333333333333,0.01944444444444442,-34.06333333333333,1.555555555555554
#1211212,level,no trend,False,0.2831308706623465,1.073312629199899,0.2888888888888889,13,125.0,0.1885714285714286,-28.70857142857143,15.08571428571429
#1211217,level,no trend,False,0.3081795474670539,-1.019049330730136,-0.6666666666666666,-4,8.666666666666666,-0.0649999999999989,-43.7175,-5.199999999999912
#1211310,level,no trend,False,0.3479830451486696,0.9385087057253411,0.125615763546798,51,2838.333333333333,0.01600000000000007,-22.929,1.280000000000006
#1211313,level,no trend,False,0.6021675277481957,-0.5212860351426869,-0.1666666666666667,-6,92.0,-0.1966666666666663,-46.09333333333333,-15.73333333333331
#1211327,level,no trend,False,0.2831308706623465,-1.073312629199899,-0.2888888888888889,-13,125.0,-0.1280000000000001,-37.279,-10.24000000000001
#1211353,level,decreasing,True,4.586358226532639e-08,-5.466644014238225,-0.7492877492877493,-263,2297.0,-0.08071428571428539,-31.08071428571429,-6.457142857142832
#1211404,level,decreasing,True,0.04191987144829667,-2.034314745088549,-0.308300395256917,-78,1432.666666666667,-0.04124999999999979,-59.07625,-3.299999999999983
#1211607,level,no trend,False,0.4506702853141802,-0.7542980294561158,-0.1818181818181818,-12,212.6666666666667,-0.0934999999999988,-41.23825000000001,-7.479999999999905
#1212112,level,no trend,False,0.1143378917867302,-1.578992001083095,-0.3,-36,491.3333333333333,-0.05474358974358978,-26.09442307692307,-4.379487179487183
#1212152,level,decreasing,True,0.007774035384565225,-2.66172937325436,-0.5,-60,491.3333333333333,-0.095826923076923,-29.12129807692308,-7.66615384615384
#1212202,level,no trend,False,0.4624327264504764,0.7348469228349533,0.4,4,16.66666666666667,0.2283333333333323,-27.42666666666666,18.26666666666658
#1219,level,decreasing,True,3.121199099176408e-08,-5.534498608422064,-0.9298245614035088,-159,815.0,-0.25,-36.31,-20.0
#1246,level,decreasing,True,1.282441264294221e-09,-6.069581338871679,-0.9619047619047619,-202,1096.666666666667,-0.4422402597402599,-80.9975974025974,-35.37922077922079
#126184,level,no trend,False,1.0,0.0,0.01098901098901099,1,331.6666666666667,0.0,-10.24,0.0
#129152,level,decreasing,True,0.03920486181008354,-2.062030189870412,-0.4696969696969697,-31,211.6666666666667,-0.01763888888889041,-65.9379861111111,-1.411111111111233
#129571,level,decreasing,True,0.001282183741805332,-3.219937887599697,-0.8222222222222222,-37,125.0,-0.386,-35.693,-30.88
#1316,level,decreasing,True,2.769575679906211e-10,-6.311156715543189,-1.0,-210,1096.666666666667,-0.6961904761904767,-75.28809523809524,-55.69523809523814
#133158,level,decreasing,True,0.004878564475033542,-2.814944589770509,-0.7777777777777778,-28,92.0,-0.3495238095238103,-97.87190476190476,-27.96190476190483
#1354,level,decreasing,True,4.29490776276964e-09,-5.872415444933604,-0.9578947368421052,-182,950.0,-0.736282894736842,-63.39031249999999,-58.90263157894736
#135987,level,decreasing,True,0.0005806665459491267,-3.440487831941734,-0.9444444444444444,-34,92.0,-0.9996666666666658,-99.37133333333334,-79.97333333333327
#1362,level,decreasing,True,3.899528477901981e-09,-5.888399806368047,-0.9333333333333333,-196,1096.666666666667,-0.9262499999999998,-59.51750000000001,-74.09999999999998
#137270,level,no trend,False,0.56609026181685,-0.5738190417570045,-0.2666666666666667,-4,27.33333333333333,-0.01800000000000068,-70.585,-1.440000000000055
#137566,level,decreasing,True,0.0005806665459491267,-3.440487831941734,-0.9444444444444444,-34,92.0,-0.6356250000000001,-76.61749999999999,-50.85000000000001
#137568,level,decreasing,True,0.0002632608027035577,-3.649002245998809,-1.0,-36,92.0,-0.8174999999999919,-66.64000000000003,-65.39999999999935
#138693,level,decreasing,True,0.0002632608027035577,-3.649002245998809,-1.0,-36,92.0,-0.893,-59.938,-71.44
#14,level,increasing,True,0.002413183875792368,3.034020054736574,0.480952380952381,101,1086.333333333333,0.0117647058823529,-60.54764705882353,0.941176470588232
#140808,level,increasing,True,0.0002970537443818255,3.617855859460135,0.5894736842105263,112,941.3333333333334,0.01630681818181788,-36.27991477272727,1.304545454545431
#1420,level,decreasing,True,2.608314108054621e-05,-4.20521731795375,-0.7573529411764706,-103,588.3333333333334,-0.1758333333333339,-57.23333333333333,-14.06666666666671
#1421,level,decreasing,True,2.135785457180184e-05,-4.250201233625979,-0.6947368421052632,-132,950.0,-0.2290000000000003,-52.2945,-18.32000000000002
#142470,level,decreasing,True,0.009374768459434968,-2.598076211353316,-0.7857142857142857,-22,65.33333333333333,-0.08699999999999974,-26.3755,-6.95999999999998
#144562,level,no trend,False,0.551639165086049,0.5953056721669902,0.1238095238095238,13,406.3333333333333,0.005000000000000115,-11.635,0.4000000000000092
#148902,level,decreasing,True,6.461911738808723e-06,-4.510683359294475,-0.7843137254901961,-120,696.0,-1.15875,-47.195625,-92.70000000000003
#149671,level,no trend,False,0.3100441238765244,1.01512945227594,0.2545454545454545,14,164.0,0.4879999999999995,-73.75999999999999,39.03999999999996
#149675,level,decreasing,True,0.03273560958832067,-2.135311066302971,-0.4615384615384616,-36,268.6666666666667,-0.4869191919191921,-64.19848484848485,-38.95353535353537
#149676,level,decreasing,True,0.04130722986886348,-2.040432879717847,-0.4545454545454545,-30,202.0,-0.117375,-34.1044375,-9.39
#149687,level,no trend,False,0.9450713821683052,0.0688972818261938,0.0303030303030303,2,210.6666666666667,0.003333333333333065,-37.58333333333333,0.2666666666666452
#149688,level,no trend,False,0.4742743507673295,0.7155417527999327,0.2,9,125.0,0.1733333333333336,-61.105,13.86666666666669
#149689,level,no trend,False,0.9453298708327,-0.06857254813237416,-0.0303030303030303,-2,212.6666666666667,-0.02000000000000076,-54.84499999999999,-1.60000000000006
#149690,level,no trend,False,0.3601216477553781,0.9151333141298446,0.2051282051282051,16,268.6666666666667,0.1341666666666643,-66.455,10.73333333333314
#149691,level,no trend,False,0.1147567343186491,1.577168607044606,0.3636363636363636,24,212.6666666666667,0.6122321428571429,-64.06727678571428,48.97857142857143
#149692,level,no trend,False,0.6312218204782534,-0.4800078369266191,-0.1212121212121212,-8,212.6666666666667,-0.1297499999999996,-66.05137500000001,-10.37999999999997
#149693,level,increasing,True,0.02856768180151303,2.189401347599285,0.6111111111111112,22,92.0,0.3766666666666687,-71.98666666666668,30.1333333333335
#149694,level,increasing,True,0.02364221890919849,2.262894088368347,0.5151515151515151,34,212.6666666666667,0.2437500000000012,-53.09562500000001,19.5000000000001
#149695,level,increasing,True,0.0009646860648493405,3.300628265791449,0.7051282051282052,55,267.6666666666667,1.229666666666667,-50.168,98.37333333333333
#149696,level,increasing,True,0.0005061006025992576,3.47750659369341,0.7435897435897436,58,268.6666666666667,0.6634090909090911,-57.35045454545455,53.07272727272728
#149697,level,increasing,True,0.0007858366216930701,3.357735880605031,0.8,44,164.0,1.106,-52.9,88.48000000000002
#149698,level,no trend,False,0.1735462217878534,-1.360897063089832,-0.4285714285714285,-12,65.33333333333333,-2.098833333333333,-43.60908333333333,-167.9066666666667
#149699,level,no trend,False,0.1611249492890519,1.401298099490741,0.3454545454545455,19,165.0,0.09000000000000341,-71.70000000000002,7.200000000000273
#149700,level,no trend,False,0.7138155970494986,0.3667364739768277,0.08974358974358974,7,267.6666666666667,0.024125,-41.00475,1.93
#149701,level,decreasing,True,0.0007792699724176178,-3.360054858486334,-0.7575757575757576,-50,212.6666666666667,-0.458333333333338,-65.23916666666663,-36.66666666666704
#149702,level,increasing,True,0.009970028375973383,2.576867071162,0.6181818181818182,34,164.0,0.8577777777777776,-70.39888888888889,68.6222222222222
#149705,level,increasing,True,0.0006196284746113889,3.422873757117058,0.7307692307692307,57,267.6666666666667,0.4058333333333332,-36.515,32.46666666666665
#149706,level,no trend,False,0.9027045997275578,0.1222454913256092,0.03846153846153846,3,267.6666666666667,0.01288888888888861,-64.28733333333332,1.031111111111089
#149707,level,no trend,False,0.09950873215916967,1.64723996543372,0.358974358974359,28,268.6666666666667,0.8727500000000008,-51.25650000000001,69.82000000000006
#149709,level,decreasing,True,0.0005806665459491267,-3.440487831941734,-0.9444444444444444,-34,92.0,-1.230714285714286,-37.83714285714285,-98.45714285714287
#149710,level,no trend,False,1.0,0.0,0.0,0,124.0,0.0,-52.38,0.0
#149711,level,no trend,False,0.1500441879334415,1.439375408494822,0.3076923076923077,24,255.3333333333333,0.04999999999999953,-31.63,3.999999999999963
#149712,level,increasing,True,0.02777719208408458,2.200418843860966,0.4743589743589743,37,267.6666666666667,0.2358333333333338,-62.77500000000001,18.8666666666667
#149797,level,no trend,False,0.2437222847721743,-1.165733318250361,-0.2727272727272727,-18,212.6666666666667,-0.2649999999999997,-25.0625,-21.19999999999997
#149798,level,decreasing,True,0.0006935735399071774,-3.392106981856237,-0.7575757575757576,-50,208.6666666666667,-0.1200000000000045,-48.65999999999998,-9.600000000000364
#149799,level,decreasing,True,0.0002606563091740455,-3.651555936788272,-0.8181818181818182,-54,210.6666666666667,-0.2066666666666666,-40.98333333333333,-16.53333333333332
#149829,level,no trend,False,1.0,0.0,0.0,0,65.33333333333333,-0.1799999999999997,-71.455,-14.39999999999998
#149830,level,no trend,False,0.09826550544569579,-1.653321225406656,-0.4,-22,161.3333333333333,-0.1525000000000016,-70.55749999999999,-12.20000000000013
#149831,level,no trend,False,0.5232170977814901,-0.6383942119187178,-0.1944444444444444,-7,88.33333333333333,-0.1008333333333352,-72.74666666666667,-8.066666666666816
#149832,level,no trend,False,0.9368559188917822,0.07922215995297693,0.03636363636363636,2,159.3333333333333,0.0,-82.6,0.0
#149833,level,no trend,False,0.3030625472208452,-1.0298880793887,-0.2545454545454545,-14,159.3333333333333,-0.1022222222222224,-68.97888888888889,-8.177777777777793
#149834,level,no trend,False,0.3100441238765244,-1.01512945227594,-0.2545454545454545,-14,164.0,-0.3049999999999997,-78.945,-24.39999999999998
#149835,level,no trend,False,0.06013192119159227,-1.879825079971098,-0.4545454545454545,-25,163.0,-0.3424999999999994,-65.64750000000001,-27.39999999999995
#149836,level,no trend,False,0.3874551722971866,0.8642416214502248,0.2181818181818182,12,162.0,0.1300000000000005,-65.27000000000001,10.40000000000004
#149837,level,decreasing,True,0.03603168621823349,-2.096569673443837,-0.5833333333333334,-21,91.0,-0.4151785714285717,-79.7192857142857,-33.21428571428574
#149839,level,no trend,False,0.4821916609549382,-0.7027819284987273,-0.1818181818181818,-10,164.0,-0.03000000000000114,-58.34,-2.400000000000091
#149840,level,decreasing,True,0.0003421570184669598,-3.581095143143005,-0.8545454545454545,-47,165.0,-0.5066666666666654,-57.87666666666667,-40.53333333333323
#149841,level,decreasing,True,0.007290358091535554,-2.683281572999748,-0.6888888888888889,-31,125.0,-0.25,-50.125,-20.0
#149842,level,no trend,False,1.0,0.0,0.0,0,164.0,0.0,-63.43,0.0
#149843,level,no trend,False,0.1611249492890519,1.401298099490741,0.3454545454545455,19,165.0,0.1637499999999994,-62.14874999999999,13.09999999999995
#149844,level,increasing,True,0.01951748118217767,2.335496832484569,0.5636363636363636,31,165.0,0.5533333333333333,-44.46666666666667,44.26666666666667
#149845,level,no trend,False,0.4362749288405292,-0.778498944161523,-0.2,-11,165.0,-0.2449999999999974,-43.45500000000001,-19.5999999999998
#149846,level,no trend,False,0.1268492940151451,-1.526645067227587,-0.4,-18,124.0,-0.07199999999999988,-60.486,-5.759999999999991
#149847,level,no trend,False,0.8755190474171655,-0.1566520899975915,-0.05454545454545454,-3,163.0,-0.01000000000000038,-51.88999999999999,-0.8000000000000302
#149848,level,decreasing,True,6.821395282696763e-05,-3.982430928159455,-0.9454545454545454,-52,164.0,-0.1533333333333336,-60.68333333333334,-12.26666666666669
#149850,level,no trend,False,0.63838626081828,-0.4699562699927744,-0.1272727272727273,-7,163.0,-0.04299999999999997,-58.55500000000001,-3.439999999999998
#149851,level,no trend,False,0.4544273022568341,-0.7480544714310445,-0.25,-7,64.33333333333333,-0.37297619047619,-39.56958333333333,-29.8380952380952
#149852,level,no trend,False,0.4605966187047712,0.7378647873726218,0.2222222222222222,8,90.0,0.2096666666666671,-58.56866666666667,16.77333333333337
#149853,level,no trend,False,0.6534220947553175,-0.4490132550669373,-0.1333333333333333,-6,124.0,-0.3900000000000006,-36.315,-31.20000000000005
#149854,level,no trend,False,0.08485724660611482,-1.723172989973506,-0.4181818181818182,-23,163.0,-0.2400000000000002,-5.629999999999999,-19.20000000000002
#149855,level,increasing,True,0.02868026432208159,2.187853651665951,0.5555555555555556,25,120.3333333333333,0.04875000000000002,-2.839375,3.900000000000001
#149856,level,no trend,False,0.9377589428180784,0.07808688094430304,0.03636363636363636,2,164.0,0.03100000000000001,-3.995,2.48
#149857,level,no trend,False,0.1172267196216235,1.566520899975915,0.3818181818181818,21,163.0,0.146,-4.24,11.68
#149858,level,decreasing,True,0.008651249852577703,-2.625536635233037,-0.6666666666666666,-30,122.0,-0.1200000000000001,-6.809999999999999,-9.600000000000009
#149859,level,decreasing,True,0.01549094048289179,-2.420693309273394,-0.5818181818181818,-32,164.0,-0.1957142857142857,-6.941428571428571,-15.65714285714286
#149860,level,decreasing,True,0.0004415629874863214,-3.513909642493636,-0.8363636363636363,-46,164.0,-0.23,-5.859999999999999,-18.4
#149861,level,decreasing,True,0.002323800346301308,-3.045388356827818,-0.7272727272727273,-40,164.0,-0.1890000000000001,-50.935,-15.12
#149862,level,no trend,False,0.2385928293164357,1.178511301977579,0.2909090909090909,16,162.0,0.05999999999999872,-10.65999999999999,4.799999999999898
#149863,level,decreasing,True,0.0005682223668606046,-3.446345979947012,-0.8181818181818182,-45,163.0,-0.07444444444444454,-7.547777777777777,-5.955555555555563
#149864,level,no trend,False,0.1611249492890519,-1.401298099490741,-0.3454545454545455,-19,165.0,-0.1466666666666659,-83.42666666666666,-11.73333333333327
#149865,level,decreasing,True,0.0003466193511345583,-3.577708763999663,-0.9111111111111111,-41,125.0,-0.2999999999999995,-22.06,-23.99999999999996
#149866,level,no trend,False,0.6962153512437399,0.3904344047215152,0.1090909090909091,6,164.0,0.01200000000000045,-72.24000000000001,0.9600000000000364
#149867,level,decreasing,True,0.0003421570184669598,-3.581095143143005,-0.8545454545454545,-47,165.0,-0.2380000000000003,-61.84,-19.04000000000002
#149868,level,decreasing,True,9.921865932494e-05,-3.892494720807615,-0.9272727272727272,-51,165.0,-0.3499999999999996,-46.8,-27.99999999999997
#149869,level,no trend,False,0.1379016014821368,-1.483650737941758,-0.3636363636363636,-20,164.0,-0.5733333333333341,-45.35333333333332,-45.86666666666673
#149870,level,no trend,False,0.2104977000553374,-1.252198067399882,-0.3333333333333333,-15,125.0,-6.3775,-15.71125,-510.1999999999999
#149871,level,no trend,False,0.07363827012030266,-1.788854381999832,-0.4666666666666667,-21,125.0,-0.1699999999999946,-65.97000000000003,-13.59999999999957
#149872,level,decreasing,True,9.921865932494e-05,-3.892494720807615,-0.9272727272727272,-51,165.0,-0.3066666666666673,-46.31666666666666,-24.53333333333338
#149873,level,decreasing,True,0.003862054140750582,-2.889214594939212,-0.6909090909090909,-38,164.0,-0.3949999999999996,-44.785,-31.59999999999997
#149875,level,no trend,False,0.1551583980948061,-1.421544941530172,-0.3454545454545455,-19,160.3333333333333,-0.1500000000000021,-42.83999999999999,-12.00000000000017
#149876,level,decreasing,True,0.006275255208980202,-2.733040833050606,-0.6545454545454545,-36,164.0,-0.1999999999999998,-48.23,-15.99999999999998
#149878,level,decreasing,True,0.008376940392317733,-2.636487024391972,-0.6181818181818182,-34,156.6666666666667,-0.1199999999999974,-48.17000000000002,-9.599999999999795
#149880,level,no trend,False,0.5222835156641832,-0.6398294015696734,-0.1636363636363636,-9,156.3333333333333,-0.02999999999999758,-41.91000000000001,-2.399999999999807
#149881,level,no trend,False,0.6962153512437399,0.3904344047215152,0.1090909090909091,6,164.0,0.7922222222222225,-54.56111111111112,63.3777777777778
#149905,level,increasing,True,0.0002632608027035577,3.649002245998809,1.0,36,92.0,0.9000000000000017,-59.01000000000001,72.00000000000014
#149907,level,no trend,False,0.4658276207077581,-0.7292845505553168,-0.2,-9,120.3333333333333,-0.08714285714285808,-63.00785714285713,-6.971428571428646
#149908,level,decreasing,True,0.01906073307164347,-2.344341050135324,-0.6,-27,123.0,-0.3812499999999996,-58.63437500000001,-30.49999999999997
#149909,level,decreasing,True,0.03887940451523142,-2.065460973307911,-0.5333333333333333,-24,124.0,-0.3275000000000006,-64.67125000000001,-26.20000000000005
#149910,level,no trend,False,0.6534220947553175,-0.4490132550669373,-0.1333333333333333,-6,124.0,-0.08714285714285706,-80.07785714285714,-6.971428571428565
#149911,level,decreasing,True,0.03046380272268889,-2.164007123201837,-0.5555555555555556,-25,123.0,-0.4342857142857142,-49.86571428571429,-34.74285714285713
#149912,level,no trend,False,0.5480055723613093,-0.6007514091861106,-0.2380952380952381,-5,44.33333333333334,-0.5100000000000003,-58.82,-40.80000000000003
#149913,level,decreasing,True,0.03679467871054443,-2.088034987707368,-0.5333333333333333,-24,121.3333333333333,-0.2800000000000011,-68.08,-22.40000000000009
#149914,level,decreasing,True,0.03182312738649018,-2.146625258399798,-0.5555555555555556,-25,125.0,-0.4199999999999999,-56.025,-33.59999999999999
#149916,level,no trend,False,0.117850895021365,-1.563858105428061,-0.4444444444444444,-16,92.0,-0.4112500000000004,-80.495,-32.90000000000003
#149917,level,no trend,False,0.1735462217878534,1.360897063089832,0.4285714285714285,12,65.33333333333333,0.5124999999999982,-71.86874999999999,40.99999999999986
#149918,level,decreasing,True,0.006419628541433742,-2.725540575476987,-0.75,-27,91.0,-0.4114285714285718,-57.66428571428572,-32.91428571428575
#149920,level,no trend,False,0.928444041500591,0.08980265101338746,0.04444444444444445,2,124.0,0.007500000000000284,-55.26375,0.6000000000000227
#149921,level,decreasing,True,0.001282183741805332,-3.219937887599697,-0.8222222222222222,-37,125.0,-0.3200000000000003,-68.11500000000001,-25.60000000000002
#149922,level,decreasing,True,0.003041744319900896,-2.963487483441786,-0.7555555555555555,-34,124.0,-0.1233333333333348,-68.905,-9.866666666666788
#149923,level,no trend,False,0.4624327264504764,-0.7348469228349533,-0.4,-4,16.66666666666667,-0.3124999999999994,-41.865,-24.99999999999996
#149924,level,no trend,False,0.3232363233247706,0.987829161147262,0.2666666666666667,12,124.0,0.08999999999999986,-30.23,7.199999999999989
#149925,level,decreasing,True,0.04550026389635842,-2.0,-0.5111111111111111,-23,121.0,-0.03599999999999994,-43.058,-2.879999999999995
#149926,level,no trend,False,0.2104977000553374,-1.252198067399882,-0.3333333333333333,-15,125.0,-0.2287500000000016,-77.015625,-18.30000000000013
#149927,level,increasing,True,0.007290358091535554,2.683281572999748,0.6888888888888889,31,125.0,0.285,-4.7125,22.8
#149928,level,decreasing,True,0.00333335402513657,-2.935197542821371,-0.8055555555555556,-29,91.0,-0.1319999999999998,-29.772,-10.55999999999998
#149929,level,decreasing,True,0.001282183741805332,-3.219937887599697,-0.8222222222222222,-37,125.0,-0.2739999999999995,-55.692,-21.91999999999996
#149930,level,decreasing,True,0.0004612540671704579,-3.502303389522111,-0.8888888888888888,-40,124.0,-0.3066666666666673,-55.8,-24.53333333333338
#149931,level,decreasing,True,0.0003466193511345583,-3.577708763999663,-0.9111111111111111,-41,125.0,-0.3377777777777777,-52.58500000000001,-27.02222222222222
