AgencyCd,SiteNo,AgencyNm,SiteName,DecLatVa,DecLongVa,HorzDatum,AltVa,NatAquiferCd,NatAqfrDesc,StateCd,StateNm,CountyCd,CountyNm,LocalAquiferName,AquiferType
TWDB,2716802,Texas Water Development Board,Punkin Center Quad,32.791389,-102.048889,NAD83,3030.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation,UNCONFINED
TWDB,2809605,Texas Water Development Board,2809605,32.7936111,-101.9097222,NAD83,2998.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,2708602,Texas Water Development Board,2708602,32.9366667,-102.0133333,NAD83,3060.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,2825604,Texas Water Development Board,Tenmile Quad Recorder,32.574999,-101.881388,NAD83,2855.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation,UNCONFINED
TWDB,2732101,Texas Water Development Board,2732101,32.5975,-102.1191667,NAD83,2990.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (Ogallala),UNCONFINED
TWDB,2809908,Texas Water Development Board,2 TAC 2,32.788889,-101.897778,NAD83,2986.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation,UNCONFINED
TWDB,2825404,Texas Water Development Board,2825404,32.5783333,-101.9622222,NAD83,2899.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (Ogallala),UNCONFINED
TWDB,2818708,Texas Water Development Board,2818708,32.6555556,-101.855,NAD83,2909.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (Ogallala),UNCONFINED
TWDB,2731804,Texas Water Development Board,2731804,32.5236111,-102.195,NAD83,2945.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (Ogallala),UNCONFINED
TWDB,2802404,Texas Water Development Board,2802404,32.9347222,-101.8508333,NAD83,3040.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (Ogallala),UNCONFINED
TWDB,2818103,Texas Water Development Board,2818103,32.7438889,-101.8586111,NAD83,2969.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,2708701,Texas Water Development Board,2708701,32.8886111,-102.0958333,NAD83,3098.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (Ogallala),UNCONFINED
TWDB,2809721,Texas Water Development Board,TWDB:2809721,32.7597222,-101.9605556,NAD83,2993.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,2707501,Texas Water Development Board,2707501,32.9452778,-102.1872222,NAD83,3149.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,2716205,Texas Water Development Board,2716205,32.8430556,-102.0436111,NAD83,3046.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,2716202,Texas Water Development Board,2716202,32.8513889,-102.0783333,NAD83,3075.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,2809901,Texas Water Development Board,2809901,32.7633333,-101.8994444,NAD83,2985.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,2809809,Texas Water Development Board,2809809,32.7822222,-101.9230556,NAD83,3007.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,2809710,Texas Water Development Board,2809710,32.7652778,-101.9736111,NAD83,2984.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,2825406,Texas Water Development Board,2825406,32.5583333,-101.9641667,NAD83,2900.0,N100HGHPLN,High Plains aquifer,48,Texas,115,Dawson County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1013305,Texas Water Development Board,1013305,34.87,-102.404445,NAD83,3834.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1014704,Texas Water Development Board,1014704,34.78,-102.334167,NAD83,3841.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,753701,Texas Water Development Board,TWDB:0753701,35.16,-102.488611,NAD83,4051.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,762301,Texas Water Development Board,TWDB:0762301,35.1,-102.273889,NAD83,3895.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1003902,Texas Water Development Board,TWDB:1003902,34.91,-102.633055,NAD83,4077.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1009801,Texas Water Development Board,TWDB:1009801,34.77,-102.919722,NAD83,4208.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1013104,Texas Water Development Board,TWDB:1013104,34.87,-102.477778,NAD83,3901.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1013910,Texas Water Development Board,TWDB:1013910,34.76,-102.388334,NAD83,3851.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1014706,Texas Water Development Board,TWDB:1014706,34.77,-102.361945,NAD83,3851.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,752616,Texas Water Development Board,TWDB:0752616,35.17,-102.5361111,NAD83,4097.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,753902,Texas Water Development Board,TWDB:0753902,35.15,-102.391389,NAD83,3994.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,754702,Texas Water Development Board,TWDB:0754702,35.14,-102.347222,NAD83,3962.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,754901,Texas Water Development Board,TWDB:0754901,35.15,-102.276389,NAD83,3886.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,755701,Texas Water Development Board,TWDB:0755701,35.16,-102.224722,NAD83,3881.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,757201,Texas Water Development Board,TWDB:0757201,35.11,-102.9297222,NAD83,4318.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,757502,Texas Water Development Board,TWDB:0757502,35.06,-102.9213889,NAD83,4320.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,758601,Texas Water Development Board,TWDB:0758601,35.05,-102.7638889,NAD83,4243.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,759101,Texas Water Development Board,TWDB:0759101,35.12,-102.71,NAD83,4167.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,759201,Texas Water Development Board,TWDB:0759201,35.1,-102.6808333,NAD83,4156.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,759501,Texas Water Development Board,TWDB:0759501,35.07,-102.7025,NAD83,4185.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,759602,Texas Water Development Board,TWDB:0759602,35.05,-102.6577778,NAD83,4162.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,759801,Texas Water Development Board,TWDB:0759801,35.03,-102.6844444,NAD83,4138.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,760101,Texas Water Development Board,TWDB:0760101,35.1,-102.6055556,NAD83,4157.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,760201,Texas Water Development Board,TWDB:0760201,35.1,-102.5644444,NAD83,4121.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,760502,Texas Water Development Board,TWDB:0760502,35.07,-102.549722,NAD83,4081.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,760701,Texas Water Development Board,TWDB:0760701,35.01,-102.5975,NAD83,4067.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,760901,Texas Water Development Board,TWDB:0760901,35.03,-102.5175,NAD83,4033.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,761105,Texas Water Development Board,TWDB:0761105,35.11,-102.471389,NAD83,4033.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,761224,Texas Water Development Board,TWDB:0761224,35.1,-102.436389,NAD83,4010.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,761324,Texas Water Development Board,TWDB:0761324,35.1,-102.401112,NAD83,3985.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,761523,Texas Water Development Board,TWDB:0761523,35.06,-102.446389,NAD83,3997.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,761601,Texas Water Development Board,TWDB:0761601,35.07,-102.393056,NAD83,3964.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,761802,Texas Water Development Board,TWDB:0761802,35.03,-102.433889,NAD83,3971.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,762502,Texas Water Development Board,TWDB:0762502,35.06,-102.312778,NAD83,3907.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,762601,Texas Water Development Board,TWDB:0762601,35.06,-102.256389,NAD83,3857.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,762823,Texas Water Development Board,TWDB:0762823,35.01,-102.313889,NAD83,3882.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,763702,Texas Water Development Board,TWDB:0763702,35.01,-102.213334,NAD83,3821.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,916901,Texas Water Development Board,TWDB:0916901,34.77,-103.027222,NAD83,4268.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1001401,Texas Water Development Board,TWDB:1001401,34.93,-102.9752778,NAD83,4327.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1002802,Texas Water Development Board,TWDB:1002802,34.89,-102.8019444,NAD83,4218.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1003903,Texas Water Development Board,TWDB:1003903,34.91,-102.659167,NAD83,4103.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1004102,Texas Water Development Board,TWDB:1004102,34.97,-102.620278,NAD83,4136.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1004202,Texas Water Development Board,TWDB:1004202,35.0,-102.556112,NAD83,4076.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1004203,Texas Water Development Board,TWDB:1004203,34.97,-102.553612,NAD83,4092.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1004301,Texas Water Development Board,TWDB:1004301,34.99,-102.508889,NAD83,4053.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1004504,Texas Water Development Board,TWDB:1004504,34.93,-102.575,NAD83,4059.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1005225,Texas Water Development Board,TWDB:1005225,34.97,-102.438056,NAD83,3943.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1005814,Texas Water Development Board,TWDB:1005814,34.89,-102.457223,NAD83,3876.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1005905,Texas Water Development Board,TWDB:1005905,34.9,-102.407223,NAD83,3861.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1006101,Texas Water Development Board,TWDB:1006101,34.98,-102.372222,NAD83,3889.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1006302,Texas Water Development Board,TWDB:1006302,34.99,-102.255278,NAD83,3834.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1006403,Texas Water Development Board,TWDB:1006403,34.94,-102.359445,NAD83,3849.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1006602,Texas Water Development Board,TWDB:1006602,34.94,-102.251667,NAD83,3811.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1006710,Texas Water Development Board,TWDB:1006710,34.9,-102.333611,NAD83,3797.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1006909,Texas Water Development Board,TWDB:1006909,34.91,-102.288889,NAD83,3792.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1007805,Texas Water Development Board,TWDB:1007805,34.91,-102.198056,NAD83,3794.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1009101,Texas Water Development Board,TWDB:1009101,34.87,-102.9730556,NAD83,4388.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1009601,Texas Water Development Board,TWDB:1009601,34.82,-102.9030556,NAD83,4212.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1009701,Texas Water Development Board,TWDB:1009701,34.78,-102.963056,NAD83,4291.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1010101,Texas Water Development Board,TWDB:1010101,34.86,-102.8577778,NAD83,4197.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1010601,Texas Water Development Board,TWDB:1010601,34.8,-102.752501,NAD83,4051.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1010701,Texas Water Development Board,TWDB:1010701,34.79,-102.846389,NAD83,4106.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1011802,Texas Water Development Board,TWDB:1011802,34.76,-102.691111,NAD83,4024.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1012203,Texas Water Development Board,TWDB:1012203,34.87,-102.573889,NAD83,3922.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1012302,Texas Water Development Board,TWDB:1012302,34.85,-102.506112,NAD83,3899.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1012404,Texas Water Development Board,TWDB:1012404,34.81,-102.602501,NAD83,3948.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1012504,Texas Water Development Board,TWDB:1012504,34.82,-102.546667,NAD83,3932.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1012703,Texas Water Development Board,TWDB:1012703,34.77,-102.605834,NAD83,3951.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1013404,Texas Water Development Board,TWDB:1013404,34.79,-102.471667,NAD83,3878.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1013405,Texas Water Development Board,TWDB:1013405,34.82,-102.496111,NAD83,3884.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1013806,Texas Water Development Board,TWDB:1013806,34.78,-102.445834,NAD83,3866.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1014207,Texas Water Development Board,TWDB:1014207,34.85,-102.295278,NAD83,3762.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1014405,Texas Water Development Board,TWDB:1014405,34.81,-102.345278,NAD83,3802.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1014513,Texas Water Development Board,TWDB:1014513,34.79,-102.293056,NAD83,3818.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1010301,Texas Water Development Board,1010301,34.8341667,-102.7655556,NAD83,4094.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1010702,Texas Water Development Board,1010702,34.756945,-102.858056,NAD83,4105.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1014206,Texas Water Development Board,1014206,34.871667,-102.303612,NAD83,3775.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1013307,Texas Water Development Board,Hereford Quad,34.8475,-102.404445,NAD83,3830.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1004603,Texas Water Development Board,Westway NE Quad,34.925278,-102.523611,NAD83,4002.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1003101,Texas Water Development Board,1003101,34.96,-102.74,NAD83,4195.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1003702,Texas Water Development Board,1003702,34.903056,-102.710556,NAD83,4142.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,758901,Texas Water Development Board,Perrin Farms,35.010001,-102.782222,NAD83,4176.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,760302,Texas Water Development Board,Richardson Seed Farms,35.123611,-102.511945,NAD83,4071.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1014901,Texas Water Development Board,1014901,34.777222,-102.282222,NAD83,3838.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1012105,Texas Water Development Board,1012105,34.847778,-102.599167,NAD83,3958.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1021201,Texas Water Development Board,Easter Quad,34.749722,-102.424167,NAD83,3879.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1011404,Texas Water Development Board,Chalk Hill Quad,34.793611,-102.708612,NAD83,4037.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1009401,Texas Water Development Board,Garcia Lake Quad,34.815556,-102.989722,NAD83,4339.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1001302,Texas Water Development Board,1001302,34.9802778,-102.9130556,NAD83,4303.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala,UNCONFINED
TWDB,1004901,Texas Water Development Board,Westway NE Quad Recorder,34.895555,-102.527777,NAD83,3947.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,752502,Texas Water Development Board,0752502,35.1672222,-102.5588889,NAD83,4103.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,759301,Texas Water Development Board,0759301,35.0947222,-102.6341667,NAD83,4174.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,1002301,Texas Water Development Board,1002301,34.9747222,-102.7544444,NAD83,4212.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,763202,Texas Water Development Board,Wildorado SW Quad,35.094722,-102.202778,NAD83,3841.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation,UNCONFINED
TWDB,759802,Texas Water Development Board,TWDB:0759802,35.0,-102.7025,NAD83,4135.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,763401,Texas Water Development Board,TWDB:0763401,35.06,-102.214167,NAD83,3831.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1007501,Texas Water Development Board,TWDB:1007501,34.94,-102.199722,NAD83,3802.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,750701,Texas Water Development Board,TWDB:0750701,35.13,-102.8369444,NAD83,4233.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,751902,Texas Water Development Board,TWDB:0751902,35.13,-102.6480556,NAD83,4153.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,760202,Texas Water Development Board,TWDB:0760202,35.09,-102.578611,NAD83,4115.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,760301,Texas Water Development Board,TWDB:0760301,35.11,-102.506667,NAD83,4064.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,760401,Texas Water Development Board,TWDB:0760401,35.06,-102.615001,NAD83,4128.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,761815,Texas Water Development Board,TWDB:0761815,35.02,-102.455834,NAD83,4007.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,761902,Texas Water Development Board,TWDB:0761902,35.01,-102.398056,NAD83,3929.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,762101,Texas Water Development Board,TWDB:0762101,35.09,-102.348056,NAD83,3936.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1002901,Texas Water Development Board,TWDB:1002901,34.9,-102.7630556,NAD83,4215.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1003201,Texas Water Development Board,TWDB:1003201,34.98,-102.671111,NAD83,4141.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1003501,Texas Water Development Board,TWDB:1003501,34.92,-102.692222,NAD83,4153.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1005502,Texas Water Development Board,TWDB:1005502,34.93,-102.455556,NAD83,3928.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1005603,Texas Water Development Board,TWDB:1005603,34.95,-102.403056,NAD83,3883.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,1007701,Texas Water Development Board,TWDB:1007701,34.89,-102.240556,NAD83,3776.0,N100HGHPLN,High Plains aquifer,48,Texas,117,Deaf Smith County,Ogallala Formation (121OGLL),UNCONFINED
TWDB,2217102,Texas Water Development Board,Haystack Mountain Quad,33.733611,-100.994722,NAD83,2984.0,N100HGHPLN,High Plains aquifer,48,Texas,125,Dickens County,Ogallala Formation,UNCONFINED
TWDB,2316912,Texas Water Development Board,Wake Quad (SE),33.750556,-101.020555,NAD83,3003.0,N100HGHPLN,High Plains aquifer,48,Texas,125,Dickens County,Ogallala Formation,UNCONFINED
