site,slope_MK,slope_LR,slope_MK m/20y,slope_LR m/20y,trend_MK,trend_LR,trend_comparison,elevation,aquifer,state,county,lat,long
#374826101541404,-1.214615384615385,-1.238074561403509,-97.16923076923078,-99.04596491228071,Decreasing,Decreasing,,1038.15,High Plains aquifer,Kansas,Hamilton County,37.808712,-101.906455
#374837097225301,0.02000000000000007,0.01337461300309598,1.600000000000005,1.069969040247678,No trend,No trend,,408.74,High Plains aquifer,Kansas,Sedgwick County,37.807629,-97.383321
#374908098542801,-0.05017156862745101,-0.0458496240601504,-4.013725490196081,-3.667969924812033,No trend,Decreasing,Different,615.7,High Plains aquifer,Kansas,Pratt County,37.820982,-98.908115
#374923098420201,-0.0679583333333333,-0.0557017543859649,-5.436666666666664,-4.456140350877192,No trend,Decreasing,Different,579.42,High Plains aquifer,Kansas,Stafford County,37.826017,-98.701337
#374930098470601,-0.01153453689167976,-0.01584914559125086,-0.922762951334381,-1.267931647300069,No trend,No trend,,597.41,High Plains aquifer,Kansas,Stafford County,37.828668,-98.784462
#374931099182901,-0.2000000000000004,-0.1982932330827068,-16.00000000000003,-15.86345864661654,Decreasing,Decreasing,,665.07,High Plains aquifer,Kansas,Edwards County,37.825533,-99.309324
#375131097301402,0.01624999999999999,0.01019607843137255,1.299999999999999,0.8156862745098037,No trend,No trend,,420.62,High Plains aquifer,Kansas,Sedgwick County,37.857962,-97.505322
#375149101341601,0.003076923076923285,0.002526315789473767,0.2461538461538628,0.2021052631579014,No trend,No trend,,1001.57,High Plains aquifer,Kansas,Hamilton County,37.864775,-101.570249
#375201099190201,-0.1458484848484849,-0.1458233082706767,-11.66787878787879,-11.66586466165414,Decreasing,Decreasing,,665.99,High Plains aquifer,Kansas,Edwards County,37.86878,-99.31737
#375211097383301,0.02750000000000008,0.01110423116615067,2.200000000000006,0.8883384932920533,No trend,No trend,,436.17,High Plains aquifer,Kansas,Sedgwick County,37.870469,-97.644663
#375228098451901,-0.02666666666666669,-0.03591228070175438,-2.133333333333335,-2.872982456140351,No trend,Decreasing,Different,591.31,High Plains aquifer,Kansas,Stafford County,37.879682,-98.751668
#375257101144301,-1.124471153846154,-1.007726817042607,-89.95769230769234,-80.61814536340854,Decreasing,Decreasing,,926.59,High Plains aquifer,Kansas,Kearny County,37.882669,-101.244848
#375259097252901,-0.001300813008130068,0.001383678768488896,-0.1040650406504054,0.1106943014791117,No trend,No trend,,417.27,High Plains aquifer,Kansas,Sedgwick County,37.88306739,-97.425042
#375342098360701,-0.001440092165898633,-0.001466666666666666,-0.1152073732718906,-0.1173333333333333,No trend,No trend,,563.27,High Plains aquifer,Kansas,Stafford County,37.895395,-98.600593
#375439098413701,-0.008867521367521381,-0.01064436090225564,-0.7094017094017104,-0.8515488721804509,No trend,No trend,,581.25,High Plains aquifer,Kansas,Stafford County,37.91198,-98.69187
#375454101075401,-1.559375,-1.528234962406015,-124.75,-122.2587969924812,Decreasing,Decreasing,,911.35,High Plains aquifer,Kansas,Kearny County,37.915722,-101.130647
#375457098281801,-0.007800744109136009,-0.007834905445431764,-0.6240595287308808,-0.6267924356345411,Decreasing,No trend,Different,534.92,High Plains aquifer,Kansas,Reno County,37.916271,-98.471943
#375459100195001,-0.2836363636363641,-0.2789824561403508,-22.69090909090913,-22.31859649122807,Decreasing,Decreasing,,825.7,High Plains aquifer,Kansas,Gray County,37.914521,-100.328421
#375507097474502,0.02916666666666664,0.03143446852425182,2.333333333333331,2.514757481940146,No trend,Increasing,Different,453.24,High Plains aquifer,Kansas,Reno County,37.91953,-97.7985
#375625098463401,-0.01423423423423425,-0.01462971380471381,-1.13873873873874,-1.170377104377105,Decreasing,No trend,Different,588.87,High Plains aquifer,Kansas,Stafford County,37.942932,-98.775077
#375652097571701,0.001428571428571398,0.00422084623323013,0.1142857142857119,0.3376676986584104,No trend,No trend,,473.96,High Plains aquifer,Kansas,Reno County,37.947846,-97.954565
#375658097284601,0.1007692307692308,0.09514285714285713,8.061538461538467,7.61142857142857,Increasing,Increasing,,421.54,High Plains aquifer,Kansas,Harvey County,37.948659,-97.4819
#375708100523801,-1.275714285714286,-0.9555521155830754,-102.0571428571428,-76.44416924664603,Decreasing,Decreasing,,863.8,High Plains aquifer,Kansas,Finney County,37.951703,-100.87696
#375732099144301,-0.1304545454545456,-0.1166240601503759,-10.43636363636365,-9.329924812030075,Decreasing,Decreasing,,649.22,High Plains aquifer,Kansas,Edwards County,37.960016,-99.245506
#375732100363002,-0.4433333333333336,-0.4288771929824561,-35.46666666666668,-34.31017543859649,Decreasing,Decreasing,,867.46,High Plains aquifer,Kansas,Gray County,37.959971,-100.60963
#375749101041801,-1.470666666666667,-1.436264189886481,-117.6533333333333,-114.9011351909185,Decreasing,Decreasing,,889.1,High Plains aquifer,Kansas,Finney County,37.963323,-101.071095
#375759098524502,0.01411764705882354,0.0152280701754386,1.129411764705883,1.218245614035088,No trend,No trend,,604.42,High Plains aquifer,Kansas,Stafford County,37.967006,-98.881056
#375801099191001,-0.004000000000000448,-0.004199248120300769,-0.3200000000000358,-0.3359398496240615,No trend,No trend,,654.41,High Plains aquifer,Kansas,Edwards County,37.967749,-99.318558
#375828101103102,-0.1830194805194805,-0.1998846253564947,-14.64155844155844,-15.99077002851958,Decreasing,Decreasing,,913.79,High Plains aquifer,Kansas,Kearny County,37.974471,-101.175946
#375832100571002,-0.3433333333333334,-0.1926228070175439,-27.46666666666668,-15.40982456140351,No trend,Decreasing,Different,873.25,High Plains aquifer,Kansas,Finney County,37.974524,-100.954173
#375847101081801,-0.4197058823529412,-0.4372805662805663,-33.5764705882353,-34.9824453024453,Decreasing,Decreasing,,901.29,High Plains aquifer,Kansas,Kearny County,37.979862,-101.138946
#375910098385901,0.04636363636363634,0.03356037151702786,3.709090909090907,2.684829721362229,No trend,Increasing,Different,571.5,High Plains aquifer,Kansas,Stafford County,37.988015,-98.650479
#380056100554001,-1.7275,-1.719781954887218,-138.2,-137.5825563909775,Decreasing,Decreasing,,882.4,High Plains aquifer,Kansas,Finney County,38.01487,-100.92944
#380106100434402,-0.2166666666666668,-0.244623323013416,-17.33333333333334,-19.56986584107328,Decreasing,Decreasing,,879.35,High Plains aquifer,Kansas,Finney County,38.018722,-100.730133
#380131099080901,-0.06454545454545446,-0.06207894736842105,-5.163636363636357,-4.966315789473684,Decreasing,Decreasing,,632.46,High Plains aquifer,Kansas,Pawnee County,38.025102,-99.13702
#380135100475901,-0.6993750000000003,-0.7164736842105263,-55.95000000000002,-57.3178947368421,Decreasing,Decreasing,,888.49,High Plains aquifer,Kansas,Finney County,38.026352,-100.800336
#380153101071303,-1.353787878787879,-1.339790100250627,-108.3030303030303,-107.1832080200501,Decreasing,Decreasing,,914.4,High Plains aquifer,Kansas,Kearny County,38.031542,-101.121145
#380333100442901,-0.1783333333333334,-0.1758245614035088,-14.26666666666667,-14.06596491228071,Decreasing,Decreasing,,883.92,High Plains aquifer,Kansas,Finney County,38.060951,-100.742033
#380338098550101,0.00866666666666662,-0.002233082706766915,0.6933333333333296,-0.1786466165413532,No trend,No trend,,601.68,High Plains aquifer,Kansas,Pawnee County,38.061832,-98.917573
#380344101071302,-0.6281250000000002,-0.6343242240215925,-50.25000000000001,-50.7459379217274,Decreasing,Decreasing,,917.45,High Plains aquifer,Kansas,Kearny County,38.061442,-101.121044
#380417101021301,-0.964871794871796,-0.985902255639098,-77.18974358974367,-78.87218045112783,Decreasing,Decreasing,,897.03,High Plains aquifer,Kansas,Finney County,38.071993,-101.038173
#380507098214903,0.001366459627329178,0.001729972658920028,0.1093167701863342,0.1383978127136023,No trend,No trend,,530.66,High Plains aquifer,Kansas,Reno County,38.086054,-98.363217
#380510101231101,-0.06250000000000178,-0.2331390977443609,-5.000000000000142,-18.65112781954887,No trend,Decreasing,Different,1000.05,High Plains aquifer,Kansas,Kearny County,38.085788,-101.386245
#380712099090001,0.01108333333333331,0.01881829573934837,0.8866666666666647,1.50546365914787,No trend,No trend,,619.96,High Plains aquifer,Kansas,Pawnee County,38.119913,-99.149443
#380830099133401,0.05333333333333338,0.08732714138286891,4.26666666666667,6.986171310629513,No trend,Increasing,Different,623.62,High Plains aquifer,Kansas,Pawnee County,38.143346,-99.223375
#381048098133501,0.005916666666666681,0.008203007518796997,0.4733333333333345,0.6562406015037597,No trend,No trend,,500.18,High Plains aquifer,Kansas,Rice County,38.180067,-98.223582
#381109097395001,-0.1099999999999999,-0.09605263157894726,-8.79999999999999,-7.684210526315781,No trend,Decreasing,Different,445.31,High Plains aquifer,Kansas,McPherson County,38.186493,-97.665372
#381122097435903,-0.07418749999999989,-0.07764661654135337,-5.934999999999992,-6.211729323308269,No trend,Decreasing,Different,438.0,High Plains aquifer,Kansas,McPherson County,38.188432,-97.732103
#381131098035101,0.000115384615384613,0.005308270676691726,0.009230769230769036,0.4246616541353381,No trend,No trend,,486.46,High Plains aquifer,Kansas,Rice County,38.19195,-98.064452
#381444098345101,0.01400000000000001,0.01446418560342611,1.120000000000001,1.157134848274089,Increasing,No trend,Different,551.69,High Plains aquifer,Kansas,Stafford County,38.246262,-98.581069
#381456098412802,0.003908045977011524,0.001200539966362752,0.3126436781609219,0.09604319730902017,No trend,No trend,,565.4,High Plains aquifer,Kansas,Stafford County,38.248603,-98.692545
#381611100545501,-0.2299999999999999,-0.2279285714285713,-18.39999999999999,-18.2342857142857,Decreasing,Decreasing,,891.54,High Plains aquifer,Kansas,Scott County,38.270432,-100.911634
#381701098190001,-0.01418749999999993,-0.0003984962406014926,-1.134999999999994,-0.03187969924811941,No trend,No trend,,515.11,High Plains aquifer,Kansas,Rice County,38.282578,-98.316977
#381716100540601,-0.409411764705882,-0.4122719298245613,-32.75294117647056,-32.9817543859649,Decreasing,Decreasing,,889.1,High Plains aquifer,Kansas,Scott County,38.286882,-100.901734
#381747097375101,-0.1058333333333334,-0.1026140350877193,-8.466666666666676,-8.209122807017547,Decreasing,Decreasing,,448.97,High Plains aquifer,Kansas,McPherson County,38.29603,-97.6321
#381826100575701,-0.04750000000000002,-0.05063909774436094,-3.800000000000002,-4.051127819548875,Decreasing,Decreasing,,900.68,High Plains aquifer,Kansas,Scott County,38.306502,-100.966135
#382202098391202,0.02142857142857135,0.02649122807017544,1.714285714285708,2.119298245614035,Increasing,Increasing,,551.69,High Plains aquifer,Kansas,Barton County,38.365612,-98.654791
#382601098550102,-0.01750000000000002,-0.01087203302373582,-1.400000000000001,-0.8697626418988652,No trend,No trend,,577.9,High Plains aquifer,Kansas,Barton County,38.43238,-98.918942
#382909101164601,-0.08428571428571427,-0.09185758513931894,-6.742857142857142,-7.348606811145515,Decreasing,Decreasing,,987.86,High Plains aquifer,Kansas,Wichita County,38.48575,-101.28004
#383130100383801,-0.09433333333333316,-0.07921804511278199,-7.546666666666653,-6.337443609022559,Decreasing,Decreasing,,875.39,High Plains aquifer,Kansas,Lane County,38.525787,-100.644822
#383247101141301,-0.2800000000000011,-0.2621052631578948,-22.40000000000009,-20.96842105263159,Decreasing,Decreasing,,985.42,High Plains aquifer,Kansas,Wichita County,38.545752,-101.237551
#383448101044802,-0.1355000000000001,-0.1319473684210526,-10.84000000000001,-10.55578947368421,Decreasing,Decreasing,,954.63,High Plains aquifer,Kansas,Scott County,38.578914,-101.082096
#383458101460201,-0.02505952380952373,-0.01548872180451127,-2.004761904761899,-1.239097744360901,Decreasing,No trend,Different,1116.48,High Plains aquifer,Kansas,Greeley County,38.581564,-101.767033
#383551101255002,-0.2218181818181816,-0.2212807017543859,-17.74545454545453,-17.70245614035088,Decreasing,Decreasing,,1028.4,High Plains aquifer,Kansas,Wichita County,38.597546,-101.434441
#384149101311701,-0.3593333333333334,-0.3249019607843138,-28.74666666666667,-25.9921568627451,Decreasing,Decreasing,,1059.18,High Plains aquifer,Kansas,Wichita County,38.697413,-101.522844
#391552100485901,-0.2276010101010101,-0.2139323308270677,-18.2080808080808,-17.11458646616541,Decreasing,Decreasing,,919.28,High Plains aquifer,Kansas,Thomas County,39.263686,-100.814127
#391622101311101,-0.01297619047619005,0.03079323308270679,-1.038095238095204,2.463458646616543,No trend,Increasing,Different,1069.85,High Plains aquifer,Kansas,Sherman County,39.2728,-101.52134
#391822100521201,-0.2293750000000021,-0.2296428571428572,-18.35000000000017,-18.37142857142857,Decreasing,Decreasing,,929.94,High Plains aquifer,Kansas,Thomas County,39.30581,-100.87103
#391922101084901,-0.3028571428571435,-0.2507631578947365,-24.22857142857148,-20.06105263157892,Decreasing,Decreasing,,1000.66,High Plains aquifer,Kansas,Thomas County,39.322684,-101.148535
#392414100541201,-0.2495454545454546,-0.2446842105263157,-19.96363636363637,-19.57473684210526,Decreasing,Decreasing,,939.39,High Plains aquifer,Kansas,Thomas County,39.405104,-100.906429
#392713101074901,-0.2049999999999998,-0.1969865841073271,-16.39999999999998,-15.75892672858617,Decreasing,Decreasing,,959.21,High Plains aquifer,Kansas,Thomas County,39.452912,-101.129945
#393104100221201,-0.116,-0.1031114551083592,-9.280000000000001,-8.248916408668732,Decreasing,Decreasing,,798.58,High Plains aquifer,Kansas,Sheridan County,39.51747,-100.37052
#393144101084301,-0.125,-0.1242807017543861,-10.0,-9.942456140350885,Decreasing,Decreasing,,993.95,High Plains aquifer,Kansas,Thomas County,39.531261,-101.147436
#393207100451301,-0.09666666666666639,-0.09561403508771936,-7.733333333333311,-7.649122807017549,Decreasing,Decreasing,,895.5,High Plains aquifer,Kansas,Thomas County,39.53613,-100.75268
#393329101172201,-0.1693750000000001,-0.177719298245614,-13.55,-14.21754385964912,Decreasing,Decreasing,,1018.03,High Plains aquifer,Kansas,Thomas County,39.55853,-101.29145
#393429101550401,-0.2146666666666666,-0.2124200206398349,-17.17333333333333,-16.99360165118679,Decreasing,Decreasing,,1136.9,High Plains aquifer,Kansas,Cheyenne County,39.575515,-101.919477
#393610100341701,0.025,0.02831436699857753,2.0,2.265149359886203,No trend,Increasing,Different,818.69,High Plains aquifer,Kansas,Decatur County,39.603154,-100.572922
#393719101505501,-0.3543333333333322,-0.3157894736842101,-28.34666666666658,-25.26315789473681,Decreasing,Decreasing,,1121.66,High Plains aquifer,Kansas,Cheyenne County,39.62196,-101.84896
#393738101132801,-0.05750000000000011,-0.0556666666666666,-4.600000000000009,-4.453333333333328,Decreasing,Decreasing,,989.08,High Plains aquifer,Kansas,Rawlins County,39.62646,-101.225737
#394607101495502,0.01875,0.01955639097744362,1.5,1.564511278195489,No trend,No trend,,1009.5,High Plains aquifer,Kansas,Cheyenne County,39.769043,-101.830954
#394612101323501,-0.0980294117647065,-0.09879699248120326,-7.84235294117652,-7.903759398496261,Decreasing,Decreasing,,1060.4,High Plains aquifer,Kansas,Cheyenne County,39.770895,-101.541344
#394619101281101,-0.2364285714285711,-0.2388195488721805,-18.91428571428569,-19.10556390977444,Decreasing,Decreasing,,1043.03,High Plains aquifer,Kansas,Cheyenne County,39.771716,-101.466742
#394740101175601,-0.1387105263157894,-0.1418421052631579,-11.09684210526315,-11.34736842105263,Decreasing,Decreasing,,1004.32,High Plains aquifer,Kansas,Rawlins County,39.791838,-101.297239
#395619101375202,0.01714285714285713,0.0140608875128999,1.37142857142857,1.124871001031992,Increasing,No trend,Different,943.97,High Plains aquifer,Kansas,Cheyenne County,39.937678,-101.630913
#400155101521302,0.008659586783637851,0.01030585154588265,0.6927669426910281,0.8244681236706118,Increasing,No trend,Different,977.19,High Plains aquifer,Nebraska,Dundy County,40.02866667,-101.8712222
#401626097210701,-0.0674999999999999,-0.06146783625730993,-5.399999999999991,-4.917426900584794,Decreasing,Decreasing,,451.1,High Plains aquifer,Nebraska,Jefferson County,40.27389055,-97.35226327
#401837097015301,-0.05459523809523788,-0.06709649122807033,-4.36761904761903,-5.367719298245627,Decreasing,Decreasing,,438.91,High Plains aquifer,Nebraska,Jefferson County,40.31028002,-97.03169797
#401928098292502,-0.000999999999999801,0.001068111455108306,-0.07999999999998408,0.08544891640866449,No trend,No trend,,600.46,High Plains aquifer,Nebraska,Webster County,40.32445801,-98.49061668
#402103098475701,-0.03137931034482772,-0.03072064777327941,-2.510344827586217,-2.457651821862353,Decreasing,Decreasing,,644.65,High Plains aquifer,Nebraska,Kearney County,40.35194444,-98.79942222
#402105098543201,0.0191666666666667,0.01759311740890688,1.533333333333336,1.40744939271255,Increasing,No trend,Different,664.16,High Plains aquifer,Nebraska,Kearney County,40.352225,-98.90858333
#402236100013201,0.03344827586206893,0.03071457489878544,2.675862068965515,2.457165991902835,Increasing,Increasing,,728.17,High Plains aquifer,Nebraska,Gosper County,40.37796389,-100.0276917
#402324098220601,-0.04499999999999815,-0.04647058823529402,-3.599999999999852,-3.717647058823522,Decreasing,Decreasing,,576.07,High Plains aquifer,Nebraska,Adams County,40.39001326,-98.36866671
#402411098370101,-0.1591666666666667,-0.1506140350877193,-12.73333333333333,-12.04912280701755,Decreasing,Decreasing,,594.97,High Plains aquifer,Nebraska,Adams County,40.40306987,-98.61728937
#402415098311601,-0.092,-0.08278947368421052,-7.359999999999999,-6.623157894736842,Decreasing,Decreasing,,569.98,High Plains aquifer,Nebraska,Adams County,40.40418066,-98.5214519
#402507098255801,-0.04333333333333324,-0.03868421052631583,-3.466666666666659,-3.094736842105266,No trend,Decreasing,Different,579.12,High Plains aquifer,Nebraska,Adams County,40.41862479,-98.43311457
#402636098534401,-0.02599999999999909,-0.02838663967611334,-2.079999999999927,-2.270931174089067,Decreasing,Decreasing,,664.77,High Plains aquifer,Nebraska,Kearney County,40.44323056,-98.894875
#402726099461700,0.04999999999999978,0.04813533834586457,3.999999999999982,3.850827067669165,Increasing,Increasing,,740.05,High Plains aquifer,Nebraska,Gosper County,40.45884722,-99.77360833
#402946099481501,0.0304761904761905,0.03032186234817813,2.43809523809524,2.425748987854251,Increasing,Increasing,,755.29,High Plains aquifer,Nebraska,Gosper County,40.49722844,-99.80761996
#403014098002201,-0.08999999999999986,-0.08870175438596499,-7.199999999999989,-7.096140350877199,No trend,Decreasing,Different,540.41,High Plains aquifer,Nebraska,Clay County,40.50390012,-98.00643565
#403107098210701,-0.09124999999999961,-0.09626315789473686,-7.299999999999969,-7.701052631578948,Decreasing,Decreasing,,574.55,High Plains aquifer,Nebraska,Adams County,40.51862471,-98.35227901
#403309099250701,-0.07599999999999998,-0.06908771929824559,-6.079999999999998,-5.527017543859647,No trend,Decreasing,Different,707.14,High Plains aquifer,Nebraska,Phelps County,40.55437778,-99.41996667
#403326099582301,0.05878571428571472,0.05668800379326693,4.702857142857177,4.535040303461354,Increasing,Increasing,,791.87,High Plains aquifer,Nebraska,Gosper County,40.55825833,-99.97269444
#403409098263901,-0.1536363636363634,-0.1430443756449948,-12.29090909090908,-11.44355005159959,Decreasing,Decreasing,,595.88,High Plains aquifer,Nebraska,Adams County,40.56918049,-98.44450598
#403422098395701,-0.1099999999999994,-0.1417192982456139,-8.799999999999955,-11.33754385964911,Decreasing,Decreasing,,623.32,High Plains aquifer,Nebraska,Adams County,40.57279231,-98.66618144
#403509098463601,-0.03950000000000013,-0.04553441295546561,-3.160000000000011,-3.642753036437249,Decreasing,Decreasing,,633.07,High Plains aquifer,Nebraska,Kearney County,40.58589722,-98.77617222
#403853099493501,0.02818181818181823,0.02060323886639676,2.254545454545458,1.648259109311741,Increasing,No trend,Different,775.11,High Plains aquifer,Nebraska,Gosper County,40.64650556,-99.82961667
#403855097072501,-0.09791666666666612,-0.09483771929824562,-7.83333333333329,-7.58701754385965,Decreasing,Decreasing,,455.98,High Plains aquifer,Nebraska,Saline County,40.64861664,-97.12392648
#403903098295101,-0.1106666666666669,-0.1089122807017543,-8.853333333333353,-8.712982456140345,Decreasing,Decreasing,,609.3,High Plains aquifer,Nebraska,Adams County,40.65136667,-98.49732222
#403941099331901,-0.024,-0.0403405572755418,-1.92,-3.227244582043344,No trend,Decreasing,Different,704.7,High Plains aquifer,Nebraska,Phelps County,40.66387222,-99.55726389
#403952099583201,0.03159999999999997,0.02840485829959514,2.527999999999997,2.272388663967611,Increasing,Increasing,,812.9,High Plains aquifer,Nebraska,Gosper County,40.66275,-99.976125
#403954099152101,0.003731579131367013,0.00376104631133042,0.298526330509361,0.3008837049064336,Increasing,No trend,Different,673.3,High Plains aquifer,Nebraska,Buffalo County,40.66491667,-99.25589444
#404001099463601,-0.05499999999999972,-0.06066801619433202,-4.399999999999977,-4.853441295546562,Decreasing,Decreasing,,793.7,High Plains aquifer,Nebraska,Gosper County,40.66689167,-99.77699167
#404237098395402,0.01125,0.009439849624060147,0.8999999999999997,0.7551879699248119,No trend,No trend,,607.77,High Plains aquifer,Nebraska,Hall County,40.71019722,-98.66516667
#404343099272901,0.01046510230160609,0.01201833962518806,0.8372081841284871,0.9614671700150451,Increasing,No trend,Different,699.82,High Plains aquifer,Nebraska,Dawson County,40.72841667,-99.457925
#404513098181201,0.008846432503908604,0.004511569889771373,0.7077146003126883,0.3609255911817099,No trend,No trend,,583.69,High Plains aquifer,Nebraska,Hall County,40.75625,-98.30505
#404513098181202,0.004994822005691645,0.001194429424700089,0.3995857604553316,0.09555435397600716,No trend,No trend,,583.69,High Plains aquifer,Nebraska,Hall County,40.75625,-98.30508333
#404618098504401,0.009443311534974234,0.009962256360704271,0.7554649227979388,0.7969805088563418,No trend,No trend,,627.89,High Plains aquifer,Nebraska,Buffalo County,40.7716804,-98.84591222
#404717099460501,0.004099731237667553,0.003356974254384537,0.3279784990134043,0.268557940350763,No trend,No trend,,732.43,High Plains aquifer,Nebraska,Dawson County,40.78761111,-99.76803611
#404949099445701,0.002206016324690599,0.001405755845372362,0.1764813059752479,0.112460467629789,No trend,No trend,,738.23,High Plains aquifer,Nebraska,Dawson County,40.83013889,-99.74989444
#405014099591001,-0.003933064949006986,-0.003964975816486625,-0.3146451959205588,-0.31719806531893,Decreasing,No trend,Different,757.73,High Plains aquifer,Nebraska,Dawson County,40.83725,-99.98618889
#405129099090201,-0.01945678717417849,-0.02277901512626346,-1.556542973934279,-1.822321210101077,Decreasing,No trend,Different,689.76,High Plains aquifer,Nebraska,Buffalo County,40.85802778,-99.15278333
#405137099085201,-0.01950823421736975,-0.02283274422047126,-1.56065873738958,-1.826619537637701,Decreasing,No trend,Different,689.76,High Plains aquifer,Nebraska,Buffalo County,40.85825,-99.15303889
#405227098165601,0.00392441644681721,0.004310282091962915,0.3139533157453768,0.3448225673570332,Increasing,No trend,Different,559.31,High Plains aquifer,Nebraska,Merrick County,40.87416667,-98.28222222
#405305097351503,0.00309523809523797,-0.01021679197994987,0.2476190476190376,-0.8173433583959894,No trend,No trend,,505.66,High Plains aquifer,Nebraska,York County,40.88473417,-97.58782889
#405315098304302,0.01583950542541974,0.01201699925507275,1.26716043403358,0.9613599404058202,Increasing,No trend,Different,586.13,High Plains aquifer,Nebraska,Hall County,40.88797222,-98.51190556
#405406097115001,0.1035714285714286,0.07351417129236673,8.285714285714285,5.881133703389338,No trend,Increasing,Different,472.44,High Plains aquifer,Nebraska,Seward County,40.90167619,-97.19754054
#405445100074001,0.003443069793016776,0.003303960251271459,0.2754455834413421,0.2643168201017167,Increasing,No trend,Different,775.72,High Plains aquifer,Nebraska,Dawson County,40.91222222,-100.1283889
#405632098373501,0.004542351537645749,0.001839750137675889,0.3633881230116599,0.1471800110140712,No trend,No trend,,594.97,High Plains aquifer,Nebraska,Hall County,40.94202778,-98.62683333
#405732100531201,-0.06691391941391936,-0.06741922551133077,-5.353113553113548,-5.393538040906462,Decreasing,Decreasing,,939.09,High Plains aquifer,Nebraska,Lincoln County,40.95889028,-100.8870915
#405744100403701,-0.02927777777777799,-0.02962484883537518,-2.342222222222239,-2.369987906830014,Decreasing,Decreasing,,935.13,High Plains aquifer,Nebraska,Lincoln County,40.9625,-100.6773
#405921097514701,-0.04425347222222235,-0.04919924812030085,-3.540277777777789,-3.935939849624068,No trend,Decreasing,Different,540.72,High Plains aquifer,Nebraska,Hamilton County,40.98918066,-97.86338905
#410102102232301,0.05166666666666667,0.05989473684210526,4.133333333333334,4.79157894736842,No trend,Increasing,Different,1094.84,High Plains aquifer,Nebraska,Deuel County,41.01888333,-102.3923333
#410154099394701,0.00372251942904112,0.002751387017415336,0.2978015543232896,0.2201109613932269,No trend,No trend,,750.42,High Plains aquifer,Nebraska,Dawson County,41.03167454,-99.66344371
#410250101004201,-0.03598245614035024,-0.03817671363723995,-2.878596491228019,-3.054137090979196,Decreasing,Decreasing,,941.22,High Plains aquifer,Nebraska,Lincoln County,41.04722092,-101.0120948
#410330102433801,0.0778571428571431,0.07179566563467507,6.228571428571447,5.743653250774006,Increasing,Increasing,,1260.04,High Plains aquifer,Nebraska,Cheyenne County,41.05786667,-102.7282861
#410437103121101,0.1699999999999999,0.1450701754385965,13.59999999999999,11.60561403508772,Increasing,Increasing,,1311.86,High Plains aquifer,Nebraska,Cheyenne County,41.07675833,-103.2041917
#410618098113401,0.01695764010546617,0.01565449986397564,1.356611208437294,1.252359989118051,Increasing,No trend,Different,539.8,High Plains aquifer,Nebraska,Merrick County,41.10436111,-98.19296111
#410725103104201,0.02625000000000055,0.03015037593984963,2.100000000000044,2.41203007518797,No trend,Increasing,Different,1305.15,High Plains aquifer,Nebraska,Cheyenne County,41.12383889,-103.1789556
#410808103023902,0.4728571428571427,0.3951754385964912,37.82857142857141,31.6140350877193,Increasing,Increasing,,1262.48,High Plains aquifer,Nebraska,Cheyenne County,41.13556944,-103.0444806
#410943097575001,0.01134385272846812,0.00969270353823923,0.9075082182774497,0.7754162830591383,Increasing,No trend,Different,509.93,High Plains aquifer,Nebraska,Merrick County,41.16177778,-97.96390278
#411130104024401,0.3366666666666666,0.3277543859649122,26.93333333333333,26.22035087719298,Increasing,Increasing,,1528.57,High Plains aquifer,Nebraska,Kimball County,41.19398889,-104.0490861
#411555102385601,0.03555555555555559,0.03463364293085657,2.844444444444447,2.770691434468526,Increasing,Increasing,,1175.61,High Plains aquifer,Nebraska,Cheyenne County,41.26615833,-102.6477333
#411738097264301,0.03039804588859071,0.02905257095858787,2.431843671087257,2.324205676687029,Increasing,Increasing,,464.82,High Plains aquifer,Nebraska,Polk County,41.29377778,-97.44516667
#412336104022801,-0.3603864734299517,-0.3187845464446797,-28.83091787439614,-25.50276371557438,Decreasing,Decreasing,,1593.49,High Plains aquifer,Nebraska,Banner County,41.393275,-104.0402833
#412507100074901,0.03409722222222222,0.03481203007518798,2.727777777777778,2.784962406015039,Increasing,Increasing,,826.62,High Plains aquifer,Nebraska,Custer County,41.41861363,-100.1306851
#412905097085101,0.1066666666666668,0.07533023735810113,8.53333333333334,6.02641898864809,Increasing,Increasing,,451.1,High Plains aquifer,Nebraska,Colfax County,41.48473136,-97.14781341
#412944103452701,0.02637681159420296,0.02512677647204349,2.110144927536237,2.010142117763479,Increasing,Increasing,,1520.04,High Plains aquifer,Nebraska,Banner County,41.49531944,-103.7576194
#413022098241001,0.1270185185185186,0.1181578947368421,10.16148148148149,9.452631578947368,Increasing,Increasing,,597.41,High Plains aquifer,Nebraska,Greeley County,41.50612467,-98.40312559
#413042098462401,-0.01000000000000001,-0.01261654135338346,-0.8000000000000007,-1.009323308270677,No trend,No trend,,600.46,High Plains aquifer,Nebraska,Valley County,41.51167779,-98.77369267
#413156098591201,0.0476989550821848,0.04887304171343208,3.815916406574784,3.909843337074566,Increasing,Increasing,,658.37,High Plains aquifer,Nebraska,Valley County,41.53223249,-98.9870332
#413216102520201,0.04968433767040817,0.04401862031599833,3.974747013632653,3.521489625279867,Increasing,Increasing,,1118.62,High Plains aquifer,Nebraska,Morrill County,41.53775551,-102.8677032
#413813103334501,0.04140851036573928,0.06050683654131121,3.312680829259143,4.840546923304896,No trend,Increasing,Different,1255.78,High Plains aquifer,Nebraska,Banner County,41.63691679,-103.5629969
