site,slope_MK,slope_LR,slope_MK m/20y,slope_LR m/20y,trend_MK,trend_LR,trend_comparison,elevation,aquifer,state,county,lat,long
#133158,-0.3495238095238103,-0.4293333333333337,-27.96190476190483,-34.34666666666669,Decreasing,Decreasing,,1177.14,High Plains aquifer,Oklahoma,Cimarron County,36.63282274,-102.183733
#1354,-0.736282894736842,-0.7312330827067669,-58.90263157894736,-58.49864661654135,Decreasing,Decreasing,,940.0,High Plains aquifer,Oklahoma,Texas County,36.78331439,-101.3925997
#135987,-0.9996666666666658,-1.018666666666666,-79.97333333333327,-81.49333333333328,Decreasing,Decreasing,,996.09,High Plains aquifer,Oklahoma,Texas County,36.98278343,-101.5061644
#1362,-0.9262499999999998,-0.9451688311688312,-74.09999999999998,-75.61350649350649,Decreasing,Decreasing,,941.22,High Plains aquifer,Oklahoma,Texas County,36.83655026,-101.3672204
#137270,-0.01800000000000068,-0.01771428571428625,-1.440000000000055,-1.4171428571429,No trend,No trend,,890.32,High Plains aquifer,Oklahoma,Beaver County,36.52954759,-100.765378
#137566,-0.6356250000000001,-0.6691666666666668,-50.85000000000001,-53.53333333333335,Decreasing,Decreasing,,1128.06,High Plains aquifer,Oklahoma,Texas County,36.95789492,-101.9900766
#137568,-0.8174999999999919,-0.8966666666666663,-65.39999999999935,-71.7333333333333,Decreasing,Decreasing,,1015.9,High Plains aquifer,Oklahoma,Texas County,36.65861971,-101.6582103
#138693,-0.893,-0.9978333333333331,-71.44,-79.82666666666665,Decreasing,Decreasing,,925.98,High Plains aquifer,Oklahoma,Texas County,36.98618857,-101.1885625
#14,0.0117647058823529,0.002935064935064951,0.941176470588232,0.2348051948051961,Increasing,No trend,Different,897.33,High Plains aquifer,Oklahoma,Beaver County,36.53057043,-100.8552862
#140808,0.01630681818181788,0.01845864661654133,1.304545454545431,1.476691729323306,Increasing,No trend,Different,717.5,High Plains aquifer,Oklahoma,Ellis County,36.14596487,-99.47326987
#1420,-0.1758333333333339,-0.1803186274509805,-14.06666666666671,-14.42549019607844,Decreasing,Decreasing,,1129.28,High Plains aquifer,Colorado,Phillips County,40.664527,-102.213773
#1421,-0.2290000000000003,-0.2299699248120301,-18.32000000000002,-18.39759398496241,Decreasing,Decreasing,,898.86,High Plains aquifer,Oklahoma,Texas County,36.76913292,-101.2248741
#142470,-0.08699999999999974,-0.07988095238095222,-6.95999999999998,-6.390476190476178,Decreasing,Decreasing,,1024.43,High Plains aquifer,Oklahoma,Ellis County,36.57397092,-101.690545
#144562,0.005000000000000115,0.009428571428571448,0.4000000000000092,0.7542857142857158,No trend,No trend,,702.56,High Plains aquifer,Oklahoma,Ellis County,36.08747825,-99.85819532
#148902,-1.15875,-1.154231166150671,-92.70000000000003,-92.33849329205364,Decreasing,Decreasing,,1381.05,High Plains aquifer,Texas,Dallam County,36.251389,-103.004167
#149671,0.4879999999999995,1.063363636363636,39.03999999999996,85.06909090909089,No trend,Increasing,Different,1346.61,High Plains aquifer,Colorado,Washington County,39.942373,-102.935029
#149675,-0.4869191919191921,-0.5613736263736265,-38.95353535353537,-44.90989010989012,Decreasing,Decreasing,,1165.86,High Plains aquifer,Colorado,Yuma County,39.682698,-102.178145
#149676,-0.117375,-0.1294755244755244,-9.39,-10.35804195804195,Decreasing,Decreasing,,1146.66,High Plains aquifer,Colorado,Yuma County,39.594588,-102.196409
#149687,0.003333333333333065,0.04489510489510468,0.2666666666666452,3.591608391608375,No trend,Increasing,Different,1249.07,High Plains aquifer,Colorado,Cheyenne County,38.961036,-102.213236
#149688,0.1733333333333336,0.1684242424242425,13.86666666666669,13.4739393939394,No trend,Increasing,Different,1287.48,High Plains aquifer,Colorado,Cheyenne County,39.045841,-102.239088
#149689,-0.02000000000000076,0.1851398601398601,-1.60000000000006,14.81118881118881,No trend,Increasing,Different,1225.6,High Plains aquifer,Colorado,Kit Carson County,39.501289,-102.342507
#149690,0.1341666666666643,0.1843956043956045,10.73333333333314,14.75164835164836,No trend,Increasing,Different,1234.74,High Plains aquifer,Colorado,Kit Carson County,39.525952,-102.355771
#149691,0.6122321428571429,0.7023076923076925,48.97857142857143,56.1846153846154,No trend,Increasing,Different,1187.81,High Plains aquifer,Colorado,Kit Carson County,39.543627,-102.201231
#149692,-0.1297499999999996,-0.263531468531469,-10.37999999999997,-21.08251748251752,No trend,Decreasing,Different,1217.07,High Plains aquifer,Colorado,Kit Carson County,39.478966,-102.202815
#149693,0.3766666666666687,0.3776666666666671,30.1333333333335,30.21333333333337,Increasing,Increasing,,1314.91,High Plains aquifer,Colorado,Kit Carson County,39.356704,-102.547401
#149694,0.2437500000000012,0.2809790209790209,19.5000000000001,22.47832167832167,Increasing,Increasing,,1297.84,High Plains aquifer,Colorado,Kit Carson County,39.432508,-102.612404
#149695,1.229666666666667,1.182472527472527,98.37333333333333,94.5978021978022,Increasing,Increasing,,1355.45,High Plains aquifer,Colorado,Kit Carson County,39.286872,-102.684984
#149696,0.6634090909090911,0.7162637362637365,53.07272727272728,57.30109890109892,Increasing,Increasing,,1289.0,High Plains aquifer,Colorado,Kit Carson County,39.047649,-102.260322
#149697,1.106,1.174454545454545,88.48000000000002,93.95636363636363,Increasing,Increasing,,1394.46,High Plains aquifer,Colorado,Kit Carson County,39.046922,-102.650426
#149698,-2.098833333333333,-2.311666666666667,-167.9066666666667,-184.9333333333333,No trend,Decreasing,Different,1258.21,High Plains aquifer,Colorado,Kit Carson County,39.32824,-102.325248
#149699,0.09000000000000341,0.1184545454545455,7.200000000000273,9.476363636363638,No trend,Increasing,Different,1270.71,High Plains aquifer,Colorado,Kit Carson County,39.297705,-102.277308
#149700,0.024125,-0.009560439560439572,1.93,-0.7648351648351658,No trend,No trend,,1286.26,High Plains aquifer,Colorado,Kit Carson County,39.214699,-102.3707
#149701,-0.458333333333338,-0.465034965034965,-36.66666666666704,-37.2027972027972,Decreasing,Decreasing,,1219.81,High Plains aquifer,Colorado,Kit Carson County,39.509808,-102.248713
#149702,0.8577777777777776,0.8990000000000004,68.6222222222222,71.92000000000003,Increasing,Increasing,,1233.83,High Plains aquifer,Colorado,Kit Carson County,39.427997,-102.247417
#149705,0.4058333333333332,0.6780769230769231,32.46666666666665,54.24615384615385,Increasing,Increasing,,1288.69,High Plains aquifer,Colorado,Kit Carson County,39.0985,-102.349681
#149706,0.01288888888888861,-0.0277472527472532,1.031111111111089,-2.219780219780256,No trend,Decreasing,Different,1252.73,High Plains aquifer,Colorado,Kit Carson County,39.291673,-102.241161
#149707,0.8727500000000008,0.9073076923076924,69.82000000000006,72.58461538461539,No trend,Increasing,Different,1328.93,High Plains aquifer,Colorado,Kit Carson County,39.04749,-102.433412
#149709,-1.230714285714286,-2.403833333333334,-98.45714285714287,-192.3066666666667,Decreasing,Decreasing,,1320.39,High Plains aquifer,Colorado,Cheyenne County,39.029324,-102.429219
#149710,0.0,0.0792727272727271,0.0,6.341818181818168,No trend,Increasing,Different,1345.08,High Plains aquifer,Colorado,Cheyenne County,39.024406,-102.44894
#149711,0.04999999999999953,0.4570329670329673,3.999999999999963,36.56263736263738,No trend,Increasing,Different,1293.88,High Plains aquifer,Colorado,Kit Carson County,39.073703,-102.372604
#149712,0.2358333333333338,0.2404945054945058,18.8666666666667,19.23956043956047,Increasing,Increasing,,1262.48,High Plains aquifer,Colorado,Kit Carson County,39.279278,-102.269491
#149797,-0.2649999999999997,-0.05048951048951041,-21.19999999999997,-4.039160839160833,No trend,Decreasing,Different,1139.95,High Plains aquifer,Colorado,Yuma County,40.196291,-102.257749
#149798,-0.1200000000000045,-0.1255944055944059,-9.600000000000364,-10.04755244755247,Decreasing,Decreasing,,1131.11,High Plains aquifer,Colorado,Phillips County,40.507357,-102.243682
#149799,-0.2066666666666666,-0.2001748251748249,-16.53333333333332,-16.01398601398599,Decreasing,Decreasing,,1115.57,High Plains aquifer,Colorado,Phillips County,40.471663,-102.143322
#149829,-0.1799999999999997,-0.9288095238095238,-14.39999999999998,-74.3047619047619,No trend,Decreasing,Different,1270.1,High Plains aquifer,Colorado,Washington County,40.249621,-102.822517
#149830,-0.1525000000000016,-0.2314545454545468,-12.20000000000013,-18.51636363636375,No trend,Decreasing,Different,1259.43,High Plains aquifer,Colorado,Yuma County,40.230552,-102.769651
#149831,-0.1008333333333352,-0.08899999999999982,-8.066666666666816,-7.119999999999985,No trend,Decreasing,Different,1341.12,High Plains aquifer,Colorado,Washington County,39.984025,-102.941352
#149832,0.0,0.05290909090909098,0.0,4.232727272727278,No trend,Increasing,Different,1261.87,High Plains aquifer,Colorado,Washington County,39.97335,-102.980392
#149833,-0.1022222222222224,-0.06563636363636402,-8.177777777777793,-5.250909090909122,No trend,Decreasing,Different,1234.44,High Plains aquifer,Colorado,Yuma County,40.324835,-102.731358
#149834,-0.3049999999999997,-0.2719999999999999,-24.39999999999998,-21.75999999999999,No trend,Decreasing,Different,1210.06,High Plains aquifer,Colorado,Yuma County,40.392922,-102.590556
#149835,-0.3424999999999994,-0.3237272727272721,-27.39999999999995,-25.89818181818177,No trend,Decreasing,Different,1280.16,High Plains aquifer,Colorado,Yuma County,40.078472,-102.784169
#149836,0.1300000000000005,0.1245454545454547,10.40000000000004,9.963636363636372,No trend,Increasing,Different,1206.7,High Plains aquifer,Colorado,Yuma County,40.299755,-102.585357
#149837,-0.4151785714285717,-0.3324999999999999,-33.21428571428574,-26.59999999999999,Decreasing,Decreasing,,1287.78,High Plains aquifer,Colorado,Washington County,40.162084,-102.821408
#149839,-0.03000000000000114,-0.1360000000000004,-2.400000000000091,-10.88000000000003,No trend,Decreasing,Different,1277.42,High Plains aquifer,Colorado,Kit Carson County,39.304755,-102.297223
#149840,-0.5066666666666654,-1.036727272727273,-40.53333333333323,-82.93818181818183,Decreasing,Decreasing,,1265.53,High Plains aquifer,Colorado,Kit Carson County,39.387948,-102.36777
#149841,-0.25,-0.6343636363636368,-20.0,-50.74909090909095,Decreasing,Decreasing,,1252.42,High Plains aquifer,Colorado,Kit Carson County,39.456836,-102.40814
#149842,0.0,0.09427272727272731,0.0,7.541818181818185,No trend,Increasing,Different,1237.79,High Plains aquifer,Colorado,Kit Carson County,39.375909,-102.222014
#149843,0.1637499999999994,0.1356363636363635,13.09999999999995,10.85090909090908,No trend,Increasing,Different,1288.39,High Plains aquifer,Colorado,Kit Carson County,39.472908,-102.547206
#149844,0.5533333333333333,0.5511818181818183,44.26666666666667,44.09454545454547,Increasing,Increasing,,1246.63,High Plains aquifer,Colorado,Kit Carson County,39.074117,-102.185444
#149845,-0.2449999999999974,-0.3307272727272727,-19.5999999999998,-26.45818181818182,No trend,Decreasing,Different,1252.12,High Plains aquifer,Colorado,Kit Carson County,39.095188,-102.185415
#149846,-0.07199999999999988,-0.09727272727272743,-5.759999999999991,-7.781818181818194,No trend,Decreasing,Different,1329.84,High Plains aquifer,Colorado,Kit Carson County,39.336604,-102.575309
#149847,-0.01000000000000038,0.003090909090908928,-0.8000000000000302,0.2472727272727143,No trend,No trend,,1220.72,High Plains aquifer,Colorado,Kit Carson County,39.345308,-102.125709
#149848,-0.1533333333333336,-0.1796363636363634,-12.26666666666669,-14.37090909090907,Decreasing,Decreasing,,1323.44,High Plains aquifer,Colorado,Kit Carson County,39.147662,-102.408059
#149850,-0.04299999999999997,-0.05618181818181806,-3.439999999999998,-4.494545454545444,No trend,Decreasing,Different,1314.3,High Plains aquifer,Colorado,Kit Carson County,39.147609,-102.408107
#149851,-0.37297619047619,-0.4691666666666665,-29.8380952380952,-37.53333333333332,No trend,Decreasing,Different,1324.66,High Plains aquifer,Colorado,Kit Carson County,39.214294,-102.44517
#149852,0.2096666666666671,0.3843333333333338,16.77333333333337,30.74666666666671,No trend,Increasing,Different,1363.07,High Plains aquifer,Colorado,Kit Carson County,39.17213,-102.506652
#149853,-0.3900000000000006,-0.4923636363636364,-31.20000000000005,-39.38909090909091,No trend,Decreasing,Different,1296.01,High Plains aquifer,Colorado,Kit Carson County,39.101841,-102.358331
#149854,-0.2400000000000002,-0.2978181818181818,-19.20000000000002,-23.82545454545454,No trend,Decreasing,Different,1194.21,High Plains aquifer,Colorado,Kit Carson County,39.546337,-102.444653
#149855,0.04875000000000002,0.05909090909090912,3.900000000000001,4.727272727272729,Increasing,Increasing,,1703.22,High Plains aquifer,Colorado,Lincoln County,39.316618,-103.566379
#149856,0.03100000000000001,-0.01045454545454546,2.48,-0.8363636363636371,No trend,No trend,,1059.18,High Plains aquifer,Colorado,Yuma County,39.888167,-102.15101
#149857,0.146,0.1180909090909091,11.68,9.447272727272727,No trend,Increasing,Different,1043.94,High Plains aquifer,Colorado,Yuma County,39.905421,-102.106457
#149858,-0.1200000000000001,-0.09363636363636367,-9.600000000000009,-7.490909090909094,Decreasing,Decreasing,,1375.87,High Plains aquifer,Colorado,Washington County,39.654371,-102.940062
#149859,-0.1957142857142857,-0.2099090909090909,-15.65714285714286,-16.79272727272727,Decreasing,Decreasing,,1370.08,High Plains aquifer,Colorado,Washington County,39.684648,-102.915177
#149860,-0.23,-0.2177272727272728,-18.4,-17.41818181818182,Decreasing,Decreasing,,1375.56,High Plains aquifer,Colorado,Washington County,39.652648,-102.93537
#149861,-0.1890000000000001,-0.2206363636363638,-15.12,-17.6509090909091,Decreasing,Decreasing,,1341.73,High Plains aquifer,Colorado,Yuma County,39.618259,-102.785736
#149862,0.05999999999999872,0.02227272727272733,4.799999999999898,1.781818181818186,No trend,No trend,,1360.02,High Plains aquifer,Colorado,Washington County,39.652058,-102.878174
#149863,-0.07444444444444454,-0.07718181818181821,-5.955555555555563,-6.174545454545457,Decreasing,Decreasing,,1368.86,High Plains aquifer,Colorado,Washington County,39.654702,-102.919259
#149864,-0.1466666666666659,-0.1079090909090911,-11.73333333333327,-8.632727272727287,No trend,Decreasing,Different,1125.02,High Plains aquifer,Colorado,Sedgwick County,40.898814,-102.126327
#149865,-0.2999999999999995,-0.2986060606060604,-23.99999999999996,-23.88848484848484,Decreasing,Decreasing,,1118.01,High Plains aquifer,Colorado,Yuma County,40.002824,-102.107922
#149866,0.01200000000000045,0.04190909090909091,0.9600000000000364,3.352727272727273,No trend,Increasing,Different,1119.23,High Plains aquifer,Colorado,Sedgwick County,40.877175,-102.127487
#149867,-0.2380000000000003,-0.2435454545454544,-19.04000000000002,-19.48363636363635,Decreasing,Decreasing,,1165.25,High Plains aquifer,Colorado,Yuma County,39.97564,-102.205968
#149868,-0.3499999999999996,-0.3459090909090908,-27.99999999999997,-27.67272727272726,Decreasing,Decreasing,,1099.11,High Plains aquifer,Colorado,Phillips County,40.745882,-102.065718
#149869,-0.5733333333333341,-0.5643636363636366,-45.86666666666673,-45.14909090909093,No trend,Decreasing,Different,1296.31,High Plains aquifer,Colorado,Kit Carson County,39.112529,-102.326894
#149870,-6.3775,-7.573878787878789,-510.1999999999999,-605.9103030303031,No trend,Decreasing,Different,1317.35,High Plains aquifer,Colorado,Cheyenne County,38.817768,-102.382029
#149871,-0.1699999999999946,-0.172606060606061,-13.59999999999957,-13.80848484848488,No trend,Decreasing,Different,1256.39,High Plains aquifer,Colorado,Cheyenne County,38.854333,-102.237606
#149872,-0.3066666666666673,-0.6839090909090908,-24.53333333333338,-54.71272727272726,Decreasing,Decreasing,,1263.4,High Plains aquifer,Colorado,Yuma County,39.654271,-102.550408
#149873,-0.3949999999999996,-0.407545454545454,-31.59999999999997,-32.60363636363632,Decreasing,Decreasing,,1248.46,High Plains aquifer,Colorado,Yuma County,39.603506,-102.501783
#149875,-0.1500000000000021,-0.4490909090909095,-12.00000000000017,-35.92727272727276,No trend,Decreasing,Different,1310.03,High Plains aquifer,Colorado,Yuma County,39.646308,-102.702893
#149876,-0.1999999999999998,-0.1954545454545452,-15.99999999999998,-15.63636363636362,Decreasing,Decreasing,,1351.18,High Plains aquifer,Colorado,Washington County,39.615175,-102.817005
#149878,-0.1199999999999974,-0.1999999999999999,-9.599999999999795,-15.99999999999999,Decreasing,Decreasing,,1549.91,High Plains aquifer,Colorado,Lincoln County,39.477752,-103.270529
#149880,-0.02999999999999758,-0.08709090909090914,-2.399999999999807,-6.96727272727273,No trend,Decreasing,Different,1583.13,High Plains aquifer,Colorado,Lincoln County,39.433532,-103.360923
#149881,0.7922222222222225,1.018181818181819,63.3777777777778,81.45454545454548,No trend,Increasing,Different,1345.39,High Plains aquifer,Colorado,Washington County,39.636788,-102.816512
#149905,0.9000000000000017,0.8841666666666667,72.00000000000014,70.73333333333333,Increasing,Increasing,,1211.58,High Plains aquifer,Colorado,Kiowa County,38.335473,-102.207023
#149907,-0.08714285714285808,-0.04793939393939439,-6.971428571428646,-3.835151515151551,No trend,Decreasing,Different,1331.98,High Plains aquifer,Colorado,Washington County,39.88524,-102.844092
#149908,-0.3812499999999996,-0.4067272727272724,-30.49999999999997,-32.5381818181818,Decreasing,Decreasing,,1251.2,High Plains aquifer,Colorado,Yuma County,40.163498,-102.720637
#149909,-0.3275000000000006,-0.3534545454545449,-26.20000000000005,-28.27636363636359,Decreasing,Decreasing,,1264.92,High Plains aquifer,Colorado,Yuma County,40.186852,-102.760735
#149910,-0.08714285714285706,-0.04721212121212108,-6.971428571428565,-3.776969696969687,No trend,Decreasing,Different,1301.5,High Plains aquifer,Colorado,Washington County,40.101096,-102.875699
#149911,-0.4342857142857142,-0.4130909090909092,-34.74285714285713,-33.04727272727274,Decreasing,Decreasing,,1228.34,High Plains aquifer,Colorado,Yuma County,40.138399,-102.645166
#149912,-0.5100000000000003,-0.5992857142857135,-40.80000000000003,-47.94285714285708,No trend,Decreasing,Different,1251.2,High Plains aquifer,Colorado,Yuma County,40.1001,-102.69097
#149913,-0.2800000000000011,-0.2689696969696967,-22.40000000000009,-21.51757575757573,Decreasing,Decreasing,,1274.06,High Plains aquifer,Colorado,Yuma County,40.108649,-102.775645
#149914,-0.4199999999999999,-0.405818181818182,-33.59999999999999,-32.46545454545456,Decreasing,Decreasing,,1248.16,High Plains aquifer,Colorado,Yuma County,40.147246,-102.704376
#149916,-0.4112500000000004,-0.3423333333333339,-32.90000000000003,-27.38666666666671,No trend,Decreasing,Different,1207.01,High Plains aquifer,Colorado,Cheyenne County,38.785865,-102.125766
#149917,0.5124999999999982,0.7028571428571424,40.99999999999986,56.22857142857139,No trend,Increasing,Different,1257.6,High Plains aquifer,Colorado,Cheyenne County,38.856533,-102.258965
#149918,-0.4114285714285718,-0.3970000000000001,-32.91428571428575,-31.76000000000001,Decreasing,Decreasing,,1298.45,High Plains aquifer,Colorado,Cheyenne County,38.83461,-102.372542
#149920,0.007500000000000284,-0.0463636363636361,0.6000000000000227,-3.709090909090888,No trend,Decreasing,Different,1235.96,High Plains aquifer,Colorado,Kit Carson County,39.265906,-102.144383
#149921,-0.3200000000000003,-0.3577272727272727,-25.60000000000002,-28.61818181818182,Decreasing,Decreasing,,1243.58,High Plains aquifer,Colorado,Kit Carson County,39.229228,-102.128856
#149922,-0.1233333333333348,-0.1871515151515149,-9.866666666666788,-14.97212121212119,Decreasing,Decreasing,,1290.22,High Plains aquifer,Colorado,Kit Carson County,39.27221,-102.32941
#149923,-0.3124999999999994,-0.1629999999999996,-24.99999999999996,-13.03999999999997,No trend,Decreasing,Different,1274.67,High Plains aquifer,Colorado,Kit Carson County,39.350376,-102.343782
#149924,0.08999999999999986,0.08212121212121234,7.199999999999989,6.569696969696988,No trend,Increasing,Different,1280.16,High Plains aquifer,Colorado,Kit Carson County,39.293762,-102.453691
#149925,-0.03599999999999994,-0.0476969696969702,-2.879999999999995,-3.815757575757616,Decreasing,Decreasing,,1222.25,High Plains aquifer,Colorado,Kit Carson County,39.489341,-102.342788
#149926,-0.2287500000000016,-0.1185454545454551,-18.30000000000013,-9.483636363636407,No trend,Decreasing,Different,1312.16,High Plains aquifer,Colorado,Kit Carson County,39.176606,-102.350314
#149927,0.285,0.2641818181818182,22.8,21.13454545454545,Increasing,Increasing,,1027.48,High Plains aquifer,Colorado,Yuma County,39.944836,-102.071972
#149928,-0.1319999999999998,-0.1275,-10.55999999999998,-10.2,Decreasing,Decreasing,,1392.33,High Plains aquifer,Colorado,Washington County,39.625559,-102.93501
#149929,-0.2739999999999995,-0.2918181818181819,-21.91999999999996,-23.34545454545455,Decreasing,Decreasing,,1395.37,High Plains aquifer,Colorado,Washington County,39.586482,-102.911591
#149930,-0.3066666666666673,-0.3986060606060603,-24.53333333333338,-31.88848484848482,Decreasing,Decreasing,,1385.32,High Plains aquifer,Colorado,Washington County,39.595027,-102.8929
#149931,-0.3377777777777777,-0.3506060606060606,-27.02222222222222,-28.04848484848485,Decreasing,Decreasing,,1352.09,High Plains aquifer,Colorado,Washington County,39.614896,-102.825622
#149932,-0.01705357142857148,-0.02108333333333334,-1.364285714285718,-1.686666666666667,No trend,No trend,,1304.54,High Plains aquifer,Colorado,Yuma County,39.694059,-102.743059
#149933,-0.4280000000000001,-0.4518181818181818,-34.24000000000001,-36.14545454545455,Decreasing,Decreasing,,1328.32,High Plains aquifer,Colorado,Yuma County,39.678144,-102.780618
#150410,-0.0475000000000018,-0.1658333333333342,-3.800000000000144,-13.26666666666674,No trend,Decreasing,Different,1248.16,High Plains aquifer,Colorado,Kit Carson County,39.222578,-102.137953
#150411,0.5099999999999998,0.3848333333333333,40.79999999999998,30.78666666666667,No trend,Increasing,Different,1223.47,High Plains aquifer,Colorado,Kit Carson County,39.514807,-102.256646
#150427,-0.1079166666666668,-0.09738095238095264,-8.633333333333344,-7.790476190476211,No trend,Decreasing,Different,1231.39,High Plains aquifer,Colorado,Yuma County,39.686734,-102.413597
#150428,0.006000000000000227,0.007142857142857244,0.4800000000000182,0.5714285714285795,No trend,No trend,,1237.49,High Plains aquifer,Colorado,Yuma County,39.708742,-102.377481
#150430,0.0,-0.03749999999999888,0.0,-2.99999999999991,No trend,Decreasing,Different,1267.97,High Plains aquifer,Colorado,Kit Carson County,39.20771,-102.203008
#150431,0.07499999999999574,-0.2207142857142859,5.999999999999659,-17.65714285714288,No trend,Decreasing,Different,1266.44,High Plains aquifer,Colorado,Kit Carson County,39.20791,-102.194107
#150432,-0.03000000000000114,-0.01749999999999931,-2.400000000000091,-1.399999999999945,No trend,No trend,,1264.92,High Plains aquifer,Colorado,Kit Carson County,39.200304,-102.198509
#150536,-0.3049999999999997,1.322857142857142,-24.39999999999998,105.8285714285714,No trend,Increasing,Different,1346.0,High Plains aquifer,Colorado,Washington County,39.913228,-102.882546
#150537,-0.2300000000000004,-0.3267857142857155,-18.40000000000003,-26.14285714285724,No trend,Decreasing,Different,1341.12,High Plains aquifer,Colorado,Washington County,39.935211,-102.930528
#150538,-0.1150000000000002,-0.1028571428571429,-9.200000000000017,-8.228571428571435,No trend,Decreasing,Different,1200.91,High Plains aquifer,Colorado,Yuma County,40.233554,-102.544705
#150539,-0.3040000000000006,-0.2607142857142861,-24.32000000000005,-20.85714285714289,No trend,Decreasing,Different,1207.01,High Plains aquifer,Colorado,Yuma County,40.195049,-102.561519
#150559,2.44,2.825857142857144,195.2,226.0685714285715,No trend,Increasing,Different,1347.22,High Plains aquifer,Colorado,Washington County,39.913173,-102.891884
#150560,0.0,-0.01857142857142711,0.0,-1.485714285714169,No trend,No trend,,1249.68,High Plains aquifer,Colorado,Yuma County,40.241269,-102.727815
#150561,-0.2033333333333331,-0.2602857142857135,-16.26666666666665,-20.82285714285707,No trend,Decreasing,Different,1239.32,High Plains aquifer,Colorado,Yuma County,40.258958,-102.699874
#150562,-0.9200000000000017,-0.9200000000000017,-73.60000000000014,-73.60000000000014,No trend,Decreasing,Different,1222.25,High Plains aquifer,Colorado,Yuma County,40.391062,-102.643111
#150563,0.3825000000000003,0.2300000000000016,30.60000000000002,18.40000000000013,No trend,Increasing,Different,1283.21,High Plains aquifer,Colorado,Washington County,40.169529,-102.812539
#150564,-0.3650000000000038,-0.6900000000000021,-29.2000000000003,-55.20000000000017,No trend,Decreasing,Different,1246.63,High Plains aquifer,Colorado,Yuma County,40.279649,-102.753465
#150572,-0.01999999999999957,-0.01314285714285696,-1.599999999999966,-1.051428571428557,No trend,No trend,,1402.69,High Plains aquifer,Colorado,Washington County,39.648941,-102.988017
#150612,0.03000000000000114,-0.197714285714286,2.400000000000091,-15.81714285714288,No trend,Decreasing,Different,1177.44,High Plains aquifer,Colorado,Kiowa County,38.282823,-102.148803
#150613,0.3200000000000003,0.3119999999999998,25.60000000000002,24.95999999999998,No trend,Increasing,Different,0.0,High Plains aquifer,Colorado,Kiowa County,38.276013,-102.097111
#150644,-0.4808333333333318,-0.4319999999999986,-38.46666666666655,-34.55999999999989,No trend,Decreasing,Different,1321.61,High Plains aquifer,Colorado,Yuma County,39.662835,-102.744961
#150645,-0.09791666666666762,-0.1170000000000002,-7.83333333333341,-9.360000000000014,No trend,Decreasing,Different,1207.92,High Plains aquifer,Colorado,Yuma County,39.673867,-102.290286
#151052,-0.4633333333333324,-0.3940000000000005,-37.06666666666659,-31.52000000000004,No trend,Decreasing,Different,1277.11,High Plains aquifer,Colorado,Cheyenne County,39.044599,-102.226613
#151053,-0.05000000000000189,-0.04200000000000159,-4.000000000000151,-3.360000000000127,No trend,Decreasing,Different,1249.68,High Plains aquifer,Colorado,Kit Carson County,39.479017,-102.421963
#151055,0.3500000000000014,0.3500000000000014,28.00000000000011,28.00000000000011,No trend,Increasing,Different,1255.78,High Plains aquifer,Colorado,Kit Carson County,39.125159,-102.204058
#151056,0.4250000000000007,0.4250000000000007,34.00000000000006,34.00000000000005,No trend,Increasing,Different,1377.7,High Plains aquifer,Colorado,Kit Carson County,39.24244,-102.64513
#151057,-0.06999999999999673,-0.06899999999999906,-5.599999999999739,-5.519999999999925,No trend,Decreasing,Different,1324.36,High Plains aquifer,Colorado,Kit Carson County,39.153062,-102.442041
#151058,-0.02499999999999384,0.003000000000001535,-1.999999999999508,0.2400000000001228,No trend,No trend,,1303.02,High Plains aquifer,Colorado,Kit Carson County,39.187305,-102.335916
#151059,-0.07500000000000284,-0.04200000000000017,-6.000000000000227,-3.360000000000014,No trend,Decreasing,Different,1324.36,High Plains aquifer,Colorado,Kit Carson County,39.345403,-102.566106
#151060,-0.05999999999999754,-0.05999999999999943,-4.799999999999804,-4.799999999999955,No trend,Decreasing,Different,1284.73,High Plains aquifer,Colorado,Kit Carson County,39.446205,-102.566909
#152187,0.4149999999999991,0.4149999999999991,33.19999999999993,33.19999999999992,No trend,Increasing,Different,1356.66,High Plains aquifer,Colorado,Cheyenne County,39.019036,-102.480419
#152226,-0.01664835164835162,-0.01221804511278197,-1.33186813186813,-0.9774436090225578,No trend,No trend,,1327.71,High Plains aquifer,Colorado,Washington County,39.690471,-102.812535
#152879,11.52,11.52,921.6000000000003,921.6000000000003,No trend,Increasing,Different,1176.53,High Plains aquifer,Colorado,Kit Carson County,39.533609,-102.061508
#152880,0.06000000000000227,0.06000000000000227,4.800000000000182,4.800000000000182,No trend,Increasing,Different,1222.25,High Plains aquifer,Colorado,Kit Carson County,39.393811,-102.147311
#152881,-21.55,-21.55,-1724.0,-1724.0,No trend,Decreasing,Different,1230.78,High Plains aquifer,Colorado,Kit Carson County,39.44201,-102.278212
#152883,-0.5200000000000031,-0.5200000000000031,-41.60000000000025,-41.60000000000025,No trend,Decreasing,Different,1286.26,High Plains aquifer,Colorado,Yuma County,39.628063,-102.613475
#152884,-0.3099999999999881,-0.3099999999999881,-24.79999999999905,-24.79999999999905,No trend,Decreasing,Different,1191.77,High Plains aquifer,Colorado,Yuma County,39.694782,-102.239746
#152886,-0.2100000000000009,-0.2100000000000009,-16.80000000000007,-16.80000000000007,No trend,Decreasing,Different,1301.5,High Plains aquifer,Colorado,Yuma County,39.66324,-102.678647
